species,decimalLatitude,decimalLongitude,speciation
Espeletia grandiflora,4.256383,-74.113933,0.503324926
Espeletia grandiflora,4.256383,-74.113933,0.10786213
Espeletia grandiflora,4.256383,-74.113933,0.05603373
Espeletia grandiflora,4.342233,-74.100017,0.307267824
Espeletia grandiflora,4.342233,-74.100017,0.327039034
Espeletia grandiflora,4.342233,-74.100017,0.026272063
Espeletia grandiflora,4.342233,-74.100017,0.171612306
Espeletia grandiflora,4.342233,-74.100017,0.292897182
Espeletia grandiflora,4.342233,-74.100017,0.06002692
Espeletia grandiflora,4.342433,-74.099,0.229945684
Espeletia grandiflora,4.342433,-74.099,0.199713168
Espeletia grandiflora,4.3432,-74.098767,0.198659718
Espeletia grandiflora,4.3432,-74.098767,0.233597042
Espeletia grandiflora,4.342817,-74.097883,0.255565555
Espeletia grandiflora,4.342817,-74.097883,0.350888472
Espeletia grandiflora,4.342817,-74.097883,0.268464159
Espeletia grandiflora,4.342817,-74.097883,0.289746114
Espeletia grandiflora,4.3438,-74.09605,0.194146882
Espeletia grandiflora,4.34415,-74.095683,0.013005247
Espeletia grandiflora,4.34415,-74.095683,0.326565226
Espeletia grandiflora,4.34415,-74.095683,0.211674708
Espeletia grandiflora,4.34415,-74.095683,0.049300301
Espeletia grandiflora,4.34415,-74.095683,0.313249671
Espeletia grandiflora,4.34415,-74.095683,0.090361735
Espeletia grandiflora,4.34415,-74.095683,0.299427652
Espeletia grandiflora,4.34415,-74.095683,0.054395498
Espeletia grandiflora,4.46438,-74.0765,0.108668535
Espeletia grandiflora,4.4788,-74.0745,0.162879673
Espeletia argentea,5.08785,-74.06327,0.352219456
Espeletia grandiflora,4.45232,-74.0603,0.397677488
Espeletia grandiflora,4.45232,-74.0603,0.447666738
Espeletia grandiflora,4.45232,-74.0603,0.029509689
Espeletia grandiflora,4.603974,-74.058237,0.27990651
Espeletia grandiflora,4.60397,-74.0582,0.048306042
Espeletia grandiflora,4.607222,-74.054722,0.134615943
Espeletia grandiflora,4.60722,-74.0547,0.444504851
Espeletia grandiflora,4.48584,-74.052868,0.203247529
Espeletia grandiflora,4.48584,-74.052868,0.178183507
Espeletia grandiflora,5.04726,-74.0519,0.321105134
Espeletia grandiflora,5.047262,-74.051862,0.254308716
Espeletia grandiflora,4.523507,-74.045417,0.079405428
Espeletia verdeana,4.523507,-74.045417,0.796702518
Espeletia argentea,4.651096,-74.044809,0.390143241
Espeletia grandiflora,4.651096,-74.044809,0.432940437
Espeletia grandiflora,4.4425,-74.04416,0.390578815
Espeletia argentea,5.05825,-74.042,0.141259869
Espeletia chocontana,5.05825,-74.042,0.332581161
Espeletia grandiflora,5.05825,-74.042,0.285134876
Espeletia argentea,5.058253,-74.041977,0.098327083
Espeletia chocontana,5.058253,-74.041977,0.276406888
Espeletia grandiflora,5.058253,-74.041977,0.284820033
Espeletia verdeana,4.559722,-74.041111,0.403450396
Espeletia verdeana,4.559722,-74.041111,0.629001456
Espeletia verdeana,4.55972,-74.0411,0.034124426
Espeletia verdeana,4.55972,-74.0411,0.781546876
Espeletia argentea,4.406111,-74.033333,0.744263016
Espeletia argentea,4.406111,-74.033333,0.025825066
Espeletia grandiflora,4.406111,-74.033333,0.127892362
Espeletia grandiflora,4.406111,-74.033333,0.222994756
Espeletia grandiflora,4.5721,-74.0325,0.106682759
Espeletia argentea,5.222619,-74.02726,0.432731127
Espeletia barclayana,5.216641,-74.026756,0.479370763
Espeletia verdeana,4.57486,-74.0265,0.067603213
Espeletia verdeana,4.574864,-74.026461,0.311397003
Espeletia grandiflora,4.78444,-74.0239,0.008251319
Espeletia argentea,5.0462,-74.0223,0.454636282
Espeletia argentea,5.0462,-74.0223,0.521050698
Espeletia chocontana,5.0462,-74.0223,0.550890163
Espeletia chocontana,5.046195,-74.02227,0.11799319
Espeletia grandiflora,4.68209,-74.0174,0.26242174
Espeletia argentea,5.04405,-74.0166,0.626908368
Espeletia argentea,4.56264,-74.0152,0.008525548
Espeletia grandiflora,4.67544,-74.0089,0.004287323
Espeletia grandiflora,4.67036,-74.0086,0.662281735
Espeletia grandiflora,4.530694,-74.006639,0.3341179
Espeletia grandiflora,4.530694,-74.006639,0.353116198
Espeletia grandiflora,5.2075,-74.005833,0.185124197
Espeletia grandiflora,4.532667,-74.004306,0.257847282
Espeletia grandiflora,4.532667,-74.004306,0.05340745
Espeletia grandiflora,4.532667,-74.004306,0.60640333
Espeletia grandiflora,4.532667,-74.004306,0.048035067
Espeletia grandiflora,4.532667,-74.004306,0.510726686
Espeletia grandiflora,4.532667,-74.004306,0.139245366
Espeletia grandiflora,4.532667,-74.004306,0.753866856
Espeletia grandiflora,4.532667,-74.004306,0.040299091
Espeletia grandiflora,4.532667,-74.004306,0.042124957
Espeletia grandiflora,4.532667,-74.004306,0.596445237
Espeletia killipii,4.569331,-74.003941,0.284354839
Espeletia grandiflora,4.547306,-74.003278,0.033023513
Espeletia grandiflora,4.547306,-74.003278,0.205031416
Espeletia barclayana,5.21452,-74.0026,0.181552519
Espeletia grandiflora,5.21452,-74.0026,0.041155039
Espeletia argentea,4.551556,-74.000028,0.424077731
Espeletia grandiflora,4.56666,-74,0.294486382
Espeletia argentea,4.535083,-73.999417,0.161122935
Espeletia argentea,5.25436,-73.9955,0.345138847
Espeletia barclayana,5.25931,-73.9926,0.02758444
Espeletia chocontana,5.25931,-73.9926,0.417844512
Espeletia grandiflora,4.563193,-73.991203,0.403830622
Espeletia grandiflora,4.737925,-73.985548,0.28777095
Espeletia uribei,4.737925,-73.985548,0.463863365
Espeletia argentea,4.55884,-73.9833,0.519648372
Espeletia argentea,4.558837,-73.983276,0.370102784
Espeletia argentea,4.558339,-73.980713,0.650431377
Espeletia grandiflora,4.558339,-73.980713,0.53116961
Espeletia grandiflora,4.558339,-73.980713,0.07547183
Espeletia argentea,4.55834,-73.9807,0.283087018
Espeletia grandiflora,4.55834,-73.9807,0.411178447
Espeletia grandiflora,4.55834,-73.9807,0.529384274
Espeletia grandiflora,4.57086,-73.9759,0.560947276
Espeletia barclayana,5.29262,-73.9747,0.34263187
Espeletia barclayana,5.292618,-73.97467,0.369076092
Espeletia summapacis,4.74806,-73.97361,0.165298616
Espeletia chocontana,5.13876,-73.9652,0.566220371
Espeletia chocontana,5.13876,-73.9652,0.253141487
Espeletia chocontana,5.13876,-73.9652,0.288305497
Espeletia chocontana,5.13876,-73.9652,0.435534087
Espeletia chocontana,5.13876,-73.9652,0.083124194
Espeletia chocontana,5.13876,-73.9652,0.353298225
Espeletia chocontana,5.138757,-73.965187,0.442193869
Espeletia chocontana,5.138757,-73.965187,0.064104066
Espeletia chocontana,5.138757,-73.965187,0.317333083
Espeletia chocontana,5.138757,-73.965187,0.14633135
Espeletia chocontana,5.138757,-73.965187,0.381928694
Espeletia chocontana,5.138757,-73.965187,0.367815703
Espeletia grandiflora,4.551964,-73.964568,0.084850363
Espeletia grandiflora,4.551964,-73.964568,0.649540439
Espeletia grandiflora,4.551964,-73.964568,0.051899828
Espeletia argentea,5.14033,-73.9635,0.312743993
Espeletia uribei,4.705898,-73.958607,0.236072166
Espeletia argentea,4.71189,-73.9507,0.28341547
Espeletia grandiflora,4.8,-73.95,0.378157326
Espeletia grandiflora,4.8,-73.95,0.140021535
Espeletia frontinoensis,5.33633,-73.92634,0.256740195
Espeletia grandiflora,4.5606,-73.91851,0.371773508
Espeletia grandiflora,4.85,-73.916667,0.346736951
Espeletia hanburyana,4.85,-73.916667,0.149201171
Espeletia killipii,4.85,-73.916667,0.359734036
Espeletia killipii,4.85,-73.916667,0.005641061
Espeletia killipii,4.896264,-73.912621,0.141540608
Espeletia grandiflora,4.70857,-73.9115,0.2945921
Espeletia grandiflora,4.70857,-73.9115,0.512951602
Espeletia grandiflora,4.70857,-73.9115,0.627960411
Espeletia grandiflora,4.70857,-73.9115,0.321240394
Espeletia grandiflora,4.70857,-73.9115,0.141835872
Espeletia grandiflora,4.70857,-73.9115,0.125347261
Espeletia grandiflora,4.70857,-73.9115,0.185917175
Espeletia grandiflora,4.70857,-73.9115,0.667489542
Espeletia grandiflora,4.70857,-73.9115,0.423100996
Espeletia killipii,4.70857,-73.9115,0.193750141
Espeletia killipii,4.70857,-73.9115,0.204086586
Espeletia uribei,4.70857,-73.9115,0.506383454
Espeletia uribei,4.70857,-73.9115,0.526249055
Espeletia uribei,4.70857,-73.9115,0.130414833
Espeletia killipii,4.70714,-73.91079,0.161412369
Espeletia grandiflora,4.734444,-73.9025,0.238938666
Espeletia grandiflora,4.734444,-73.9025,0.063072568
Espeletia argentea,4.734445,-73.902496,0.566192782
Espeletia grandiflora,4.734445,-73.902496,0.131586049
Espeletia grandiflora,4.734445,-73.902496,0.332861252
Espeletia uribei,4.711752,-73.900047,0.267899235
Espeletia uribei,4.711752,-73.900047,0.390435033
Espeletia uribei,4.711752,-73.900047,0.296727683
Espeletia grandiflora,4.71175,-73.9,0.22615459
Espeletia uribei,4.71175,-73.9,0.43673746
Espeletia uribei,4.71175,-73.9,0.425100866
Espeletia uribei,4.71175,-73.9,0.28341356
Espeletia argentea,4.70823,-73.8931,0.478055124
Espeletia uribei,4.70823,-73.8931,0.307484971
Espeletia grandiflora,4.708234,-73.893097,0.224980819
Espeletia chocontana,5.200831,-73.890846,0.508250986
Espeletia chocontana,5.200831,-73.890846,0.49725735
Espeletia chocontana,5.20083,-73.8908,0.391663602
Espeletia chocontana,5.20083,-73.8908,0.749169734
Espeletia neriifolia,10.916667,-73.883333,0.259443343
Espeletia grandiflora,4.738333,-73.88,0.457955175
Espeletia grandiflora,4.738333,-73.88,0.19500377
Espeletia grandiflora,4.738333,-73.88,0.349939796
Espeletia grandiflora,4.738333,-73.879997,0.176680127
Espeletia grandiflora,4.738333,-73.879997,0.254200621
Espeletia grandiflora,4.738333,-73.879997,0.455186454
Espeletia killipii,4.76501,-73.858981,0.425846535
Espeletia uribei,4.69929,-73.8564,0.150224103
Espeletia uribei,4.69929,-73.8564,0.426928304
Espeletia killipii,4.70544,-73.8535,0.419304511
Espeletia grandiflora,4.766389,-73.8525,0.455281988
Espeletia argentea,4.80699,-73.85173,0.626227102
Espeletia argentea,4.80699,-73.85173,0.447814857
Espeletia argentea,4.80699,-73.85173,0.307588336
Espeletia argentea,4.80699,-73.85173,0.125329429
Espeletia grandiflora,4.80699,-73.85173,0.414593576
Espeletia grandiflora,4.80699,-73.85173,0.368545738
Espeletia argentea,4.81917,-73.8506,0.272432762
Espeletia killipii,4.81917,-73.8506,0.163841494
Espeletia killipii,4.81917,-73.8506,0.415157931
Espeletia argentea,4.819167,-73.850556,0.407859322
Espeletia killipii,4.819167,-73.850556,0.285217118
Espeletia killipii,4.819167,-73.850556,0.395567352
Espeletia argentea,4.81111,-73.8492,0.311009845
Espeletia argentea,4.81111,-73.8492,0.577810308
Espeletia argentea,4.81111,-73.8492,0.481798564
Espeletia argentea,4.81111,-73.8492,0.180526697
Espeletia grandiflora,4.81111,-73.8492,0.503399428
Espeletia grandiflora,4.81111,-73.8492,0.493041228
Espeletia grandiflora,4.81111,-73.8492,0.431631882
Espeletia grandiflora,4.81111,-73.8492,0.15879876
Espeletia guascensis,4.81111,-73.8492,0.097459722
Espeletia killipii,4.81111,-73.8492,0.092623433
Espeletia killipii,4.81111,-73.8492,0.102743856
Espeletia killipii,4.81111,-73.8492,0.101258416
Espeletia argentea,4.811111,-73.849167,0.353056298
Espeletia killipii,4.811111,-73.849167,0.270186456
Espeletia grandiflora,4.764625,-73.848835,0.553836572
Espeletia killipii,4.80003,-73.84531,0.209355708
Espeletia grandiflora,4.735972,-73.845111,0.42214563
Espeletia grandiflora,4.739222,-73.844861,0.07148808
Espeletia grandiflora,4.736472,-73.838889,0.330272037
Espeletia grandiflora,4.72526,-73.8345,0.482746422
Espeletia uribei,4.730556,-73.832222,0.082065936
Espeletia uribei,4.730556,-73.832222,0.053623987
Espeletia uribei,4.730556,-73.832222,0.163750624
Espeletia uribei,4.730556,-73.832222,0.055677891
Espeletia uribei,4.730556,-73.832222,0.465533115
Espeletia uribei,4.730556,-73.832222,0.605647104
Espeletia uribei,4.730556,-73.832222,0.452011567
Espeletia killipii,4.73133,-73.8305,0.226240598
Espeletia grandiflora,4.85129,-73.8303,0.231623228
Espeletia killipii,4.85129,-73.8303,0.406916195
Espeletia uribei,4.71605,-73.8293,0.407025024
Espeletia grandiflora,4.76056,-73.8291,0.12975273
Espeletia grandiflora,4.76056,-73.8291,0.0651108
Espeletia grandiflora,4.71537,-73.8274,0.36486354
Espeletia grandiflora,4.71795,-73.8264,0.052251373
Espeletia grandiflora,4.71795,-73.8264,0.522728458
Espeletia grandiflora,4.71795,-73.8264,0.263096135
Espeletia grandiflora,4.71795,-73.8264,0.267241288
Espeletia grandiflora,4.84444,-73.8264,0.20539263
Espeletia grandiflora,4.863417,-73.824857,0.338057524
Espeletia grandiflora,4.478142,-73.823101,0.113120224
Espeletia grandiflora,4.78945,-73.8221,0.254999302
Espeletia grandiflora,4.78945,-73.822067,0.406442152
Espeletia killipii,4.78945,-73.822067,0.140284898
Espeletia argentea,4.79674,-73.818,0.320221975
Espeletia argentea,4.79674,-73.818,0.11353956
Espeletia grandiflora,4.79674,-73.818,0.099207423
Espeletia grandiflora,4.79674,-73.818,0.164104712
Espeletia grandiflora,4.79674,-73.818,0.360953859
Espeletia argentea,4.796742,-73.817993,0.533516791
Espeletia argentea,4.796742,-73.817993,0.090037334
Espeletia grandiflora,4.796742,-73.817993,0.236872315
Espeletia grandiflora,4.796742,-73.817993,0.359734642
Espeletia grandiflora,4.796742,-73.817993,0.216045066
Espeletia killipii,4.5314,-73.81271,0.064373941
Espeletia killipii,4.5314,-73.81271,0.324040541
Espeletia killipii,4.709167,-73.806944,0.297691477
Espeletia killipii,4.709167,-73.806944,0.285192982
Espeletia killipii,4.709167,-73.806944,0.353138364
Espeletia killipii,4.709167,-73.806944,0.448266267
Espeletia killipii,4.709167,-73.806944,0.584903455
Espeletia killipii,4.84514,-73.8067,0.363171692
Espeletia grandiflora,4.705,-73.806139,0.34072906
Espeletia grandiflora,4.80213,-73.8052,0.239025203
Espeletia grandiflora,4.80213,-73.8052,0.143314284
Espeletia grandiflora,4.80213,-73.8052,0.435783208
Espeletia grandiflora,4.802132,-73.805153,0.299632918
Espeletia grandiflora,4.802132,-73.805153,0.009535109
Espeletia grandiflora,4.802132,-73.805153,0.354326556
Espeletia argentea,4.8325,-73.80166,0.102494765
Espeletia grandiflora,4.650115,-73.800423,0.382631086
Espeletia killipii,4.84582,-73.7917,0.225861488
Espeletia killipii,4.84582,-73.7917,0.292009713
Espeletia grandiflora,4.81224,-73.7914,0.461993178
Espeletia grandiflora,4.812236,-73.791397,0.092319748
Espeletia grandiflora,4.481641,-73.791329,0.227643835
Espeletia grandiflora,4.481641,-73.791329,0.175657978
Espeletia congestiflora,4.974216,-73.786728,0.204582071
Espeletia killipii,4.81529,-73.7862,0.113980622
Espeletia grandiflora,4.81538,-73.7862,0.464765394
Espeletia killipii,4.815288,-73.786171,0.716585115
Espeletia grandiflora,4.815382,-73.786163,0.122149523
Espeletia grandiflora,4.485166,-73.785122,0.068636637
Espeletia grandiflora,4.489481,-73.784494,0.308670054
Espeletia uribei,4.49432,-73.7839,0.335397221
Espeletia uribei,4.49432,-73.7839,0.055680142
Espeletia uribei,4.49432,-73.7839,0.18632095
Espeletia uribei,4.49432,-73.7839,0.164042805
Espeletia uribei,4.49432,-73.7839,0.181398139
Espeletia uribei,4.49432,-73.7839,0.306032142
Espeletia uribei,4.49432,-73.7839,0.36153547
Espeletia uribei,4.49432,-73.7839,0.533108151
Espeletia uribei,4.49432,-73.7839,0.152676926
Espeletia argentea,4.476712,-73.78323,0.302787696
Espeletia grandiflora,4.476712,-73.78323,0.625871635
Espeletia grandiflora,4.490217,-73.782625,0.278855391
Espeletia argentea,4.529502,-73.782096,0.29577641
Espeletia grandiflora,4.288911,-73.778112,0.333568309
Espeletia uribei,4.475694,-73.777583,0.214878737
Espeletia grandiflora,4.98107,-73.77638,0.099852498
Espeletia argentea,4.54378,-73.76634,0.147005854
Espeletia argentea,4.54378,-73.76634,0.306163937
Espeletia grandiflora,5.039081,-73.764035,0.525332103
Espeletia grandiflora,5.039081,-73.764035,0.068684387
Espeletia argentea,4.522222,-73.746944,0.493195921
Espeletia argentea,4.522222,-73.746944,0.44950939
Espeletia grandiflora,4.480781,-73.742947,0.406982718
Espeletia grandiflora,4.54076,-73.7356,0.504454762
Espeletia argentea,4.63541,-73.734216,0.351372962
Espeletia grandiflora,4.52683,-73.7333,0.769491564
Espeletia grandiflora,4.526825,-73.733276,0.453768101
Espeletia grandiflora,4.641667,-73.730444,0.473378027
Espeletia argentea,4.967222,-73.729722,0.299291633
Espeletia brachyaxiantha,5.744322,-73.713811,0.421088059
Espeletia grandiflora,4.53165,-73.7138,0.323718739
Espeletia grandiflora,4.5328,-73.713547,0.100831248
Espeletia grandiflora,4.5328,-73.713547,0.368577816
Espeletia grandiflora,4.5328,-73.7135,0.28163244
Espeletia grandiflora,4.5328,-73.7135,0.298407156
Espeletia pescana,5.745406,-73.712922,0.250587629
Espeletia argentea,4.523472,-73.711516,0.606792384
Espeletia grandiflora,4.534549,-73.707802,0.079991858
Espeletia grandiflora,4.53455,-73.7078,0.514533564
Espeletia argentea,4.559205,-73.683327,0.565871643
Espeletia argentea,4.559205,-73.683327,0.0446185
Espeletia argentea,4.559205,-73.683327,0.59053783
Espeletia argentea,4.559205,-73.683327,0.262455308
Espeletia uribei,4.559205,-73.683327,0.711495703
Espeletia uribei,4.559205,-73.683327,0.178948142
Espeletia uribei,4.559205,-73.683327,0.460324188
Espeletia argentea,4.55921,-73.6833,0.474436307
Espeletia argentea,4.55921,-73.6833,0.002585642
Espeletia argentea,4.55921,-73.6833,0.113497289
Espeletia argentea,4.55921,-73.6833,0.305152253
Espeletia uribei,4.55921,-73.6833,0.31484456
Espeletia uribei,4.55921,-73.6833,0.403885655
Espeletia uribei,4.55921,-73.6833,0.302538997
Espeletia occulta,10.73,-73.67,0.538314118
Espeletia occulta,10.733334,-73.666664,0.262982344
Espeletia uribei,4.459167,-73.619722,0.578296259
Espeletia miradorensis,4.459389,-73.616917,0.414203891
Espeletia uribei,4.459389,-73.616917,0.559982901
Espeletia uribei,4.459389,-73.616917,0.045065278
Espeletia murilloi,5.192056,-73.5695,0.028978026
Espeletia murilloi,5.192056,-73.5695,0.242702329
Espeletia murilloi,5.44375,-73.568056,0.087057818
Espeletia argentea,5.211358,-73.557444,0.449315524
Espeletia grandiflora,5.211358,-73.557444,0.289857352
Espeletia chocontana,5.19633,-73.5453,0.627629054
Espeletia chocontana,5.196332,-73.54528,0.554621861
Espeletia barclayana,5.21937,-73.53308,0.68551223
Espeletia barclayana,5.21937,-73.53308,0.183489511
Espeletia barclayana,5.21937,-73.53308,0.40114476
Espeletia barclayana,5.21937,-73.53308,0.065891183
Espeletia barclayana,5.21937,-73.53308,0.34278075
Espeletia boyacensis,5.21937,-73.53308,0.374574982
Espeletia murilloi,5.21937,-73.53308,0.766319191
Espeletia arbelaezii,5.22176,-73.53231,0.308928715
Espeletia arbelaezii,5.22176,-73.53231,0.170520186
Espeletia murilloi,5.7335,-73.483757,0.340441438
Espeletia murilloi,5.7335,-73.483757,0.352850273
Espeletia murilloi,5.7335,-73.483757,0.168784786
Espeletia boyacensis,5.642222,-73.482778,0.19544691
Espeletia killipii,4.73,-73.48,0.32105404
Espeletia killipii,4.73,-73.48,0.403682245
Espeletia boyacensis,5.69007,-73.4518,0.369046643
Espeletia barclayana,5.684694,-73.442111,0.249395516
Espeletia barclayana,5.68444,-73.4419,0.361500372
Espeletia barclayana,5.686,-73.441667,0.146578407
Espeletia barclayana,5.68583,-73.4416,0.27909531
Espeletia barclayana,5.684083,-73.441139,0.178861641
Espeletia barclayana,5.684083,-73.441139,0.286350104
Espeletia barclayana,5.684083,-73.441139,0.122228219
Espeletia barclayana,5.68388,-73.4411,0.409074368
Espeletia barclayana,5.68388,-73.4411,0.359765989
Espeletia barclayana,5.68388,-73.4411,0.318219358
Espeletia boyacensis,5.683667,-73.440028,0.356505983
Espeletia boyacensis,5.683667,-73.440028,0.445111061
Espeletia boyacensis,5.68361,-73.44,0.038147196
Espeletia boyacensis,5.68361,-73.44,0.291861481
Espeletia murilloi,5.6904,-73.4391,0.469870639
Espeletia murilloi,5.6904,-73.4391,0.087975759
Espeletia murilloi,5.68695,-73.43684,0.001600485
Espeletia murilloi,5.687804,-73.436724,0.354676732
Espeletia murilloi,5.749925,-73.43629,0.042259309
Espeletia boyacensis,5.709487,-73.436216,0.182905835
Espeletia boyacensis,5.70949,-73.4362,0.039831727
Espeletia barclayana,5.690389,-73.434111,0.27854049
Espeletia barclayana,5.690389,-73.434111,0.266731279
Espeletia barclayana,5.690389,-73.434111,0.181809767
Espeletia incana,5.690389,-73.434111,0.141132348
Espeletia barclayana,5.707722,-73.433917,0.218970092
Espeletia barclayana,5.707722,-73.433917,0.397909707
Espeletia barclayana,5.69027,-73.4338,0.146757361
Espeletia barclayana,5.69027,-73.4338,0.311553947
Espeletia barclayana,5.69027,-73.4338,0.359744514
Espeletia incana,5.69027,-73.4338,0.404656759
Espeletia barclayana,5.7075,-73.4338,0.546737643
Espeletia barclayana,5.7075,-73.4338,0.293733747
Espeletia murilloi,5.446238,-73.433715,0.68618778
Espeletia murilloi,5.446238,-73.433715,0.502901187
Espeletia murilloi,5.44624,-73.4337,0.054609452
Espeletia murilloi,5.44624,-73.4337,0.50748267
Espeletia murilloi,5.695612,-73.433657,0.263871604
Espeletia incana,5.689,-73.433306,0.358993686
Espeletia incana,5.689,-73.433306,0.109622511
Espeletia incana,5.689,-73.433306,0.007973437
Espeletia incana,5.689,-73.433306,0.275137296
Espeletia incana,5.68888,-73.433,0.241782102
Espeletia incana,5.68888,-73.433,0.304869952
Espeletia incana,5.68888,-73.433,0.178934335
Espeletia incana,5.68888,-73.433,0.044476691
Espeletia boyacensis,5.76987,-73.4297,0.317750757
Espeletia tunjana,5.50635,-73.4217,0.055263499
Espeletia tunjana,5.50635,-73.4217,0.393622104
Espeletia tunjana,5.50635,-73.421669,0.410366986
Espeletia tunjana,5.50635,-73.421669,0.379429216
Espeletia arbelaezii,5.766502,-73.415513,0.205175366
Espeletia arbelaezii,5.7665,-73.4155,0.235390026
Espeletia boyacensis,5.75616,-73.4154,0.204924414
Espeletia boyacensis,5.756158,-73.415369,0.327665483
Espeletia tunjana,5.766142,-73.415224,0.162349131
Espeletia tunjana,5.76614,-73.4152,0.639614619
Espeletia murilloi,5.75546,-73.4127,0.248777
Espeletia nemekenei,5.73148,-73.411972,0.08170966
Espeletia barclayana,5.6875,-73.405556,0.582715273
Espeletia boyacensis,5.6875,-73.405556,0.148478985
Espeletia tunjana,5.71946,-73.3839,0.433725656
Espeletia boyacensis,5.741917,-73.383694,0.269452233
Espeletia tunjana,5.72184,-73.3785,0.392842844
Espeletia tunjana,5.72184,-73.3785,0.542571372
Espeletia tunjana,5.721836,-73.378468,0.227003543
Espeletia tunjana,5.721836,-73.378468,0.817943318
Espeletia arbelaezii,5.754028,-73.376333,0.662219899
Espeletia murilloi,5.751778,-73.375417,0.030987986
Espeletia argentea,5.765639,-73.363917,0.121492776
Espeletia murilloi,5.765639,-73.363917,0.501429113
Espeletia argentea,5.73747,-73.34992,0.330146841
Espeletia argentea,5.63038,-73.3324,0.384658331
Espeletia argentea,5.63038,-73.3324,0.392377623
Espeletia nemekenei,5.159219,-73.303486,0.033187195
Espeletia barclayana,5.813611,-73.251528,0.344191481
Espeletia boyacensis,5.813611,-73.251528,0.217322589
Espeletia conglomerata,7,-73.25,0.343293875
Espeletia conglomerata,7,-73.25,0.145713868
Espeletia conglomerata,7,-73.25,0.282686599
Espeletia conglomerata,7,-73.25,0.105840564
Espeletia conglomerata,7,-73.25,0.40932255
Espeletia conglomerata,7,-73.25,0.370724391
Espeletia conglomerata,7,-73.25,0.324873227
Espeletia conglomerata,7,-73.25,0.438123764
Espeletia conglomerata,7,-73.25,0.398813429
Espeletia conglomerata,7,-73.25,0.076769932
Espeletia conglomerata,7,-73.25,0.239105484
Espeletia conglomerata,7,-73.25,0.203661411
Espeletia conglomerata,7,-73.25,0.57311466
Espeletia dugandii,7,-73.25,0.378364219
Espeletia dugandii,7,-73.25,0.075863333
Espeletia dugandii,7,-73.25,0.414412485
Espeletia estanislana,7,-73.25,0.361658666
Espeletia estanislana,7,-73.25,0.638153896
Espeletia standleyana,7,-73.25,0.297254601
Espeletia standleyana,7,-73.25,0.203930602
Espeletia standleyana,7,-73.25,0.182392028
Espeletia standleyana,7,-73.25,0.53269356
Espeletia standleyana,7,-73.25,0.102975134
Espeletia standleyana,7,-73.25,0.40106877
Espeletia roberti,7.8425,-73.2353,0.7419716
Espeletia roberti,7.8425,-73.2353,0.160993856
Espeletia boyacensis,5.413083,-73.23325,0.348007669
Espeletia murilloi,5.412556,-73.227333,0.220045569
Espeletia murilloi,5.413994,-73.227167,0.298880069
Espeletia murilloi,5.413639,-73.226806,0.311705273
Espeletia roberti,7.84712,-73.2179,0.503360934
Espeletia pescana,5.471333,-73.171667,0.398487641
Espeletia pescana,5.472111,-73.171028,0.299670318
Espeletia pescana,5.46875,-73.170611,0.227808441
Espeletia pescana,5.472917,-73.170306,0.241677157
Espeletia pescana,5.468861,-73.169833,0.137675495
Espeletia pescana,5.469611,-73.168806,0.634787016
Espeletia boyacensis,5.491667,-73.167778,0.047068903
Espeletia boyacensis,5.491667,-73.167778,0.330588002
Espeletia boyacensis,5.491667,-73.167778,0.247329469
Espeletia murilloi,5.491667,-73.167778,0.481862182
Espeletia cachaluensis,6.012083,-73.147742,0.308661732
Espeletia chontalensis,6.012083,-73.147742,0.479865916
Espeletia paipana,5.855583,-73.147361,0.205306825
Espeletia paipana,5.853139,-73.142583,0.597778091
Espeletia murilloi,5.852333,-73.138389,0.335840703
Espeletia congestiflora,5.851917,-73.135056,0.132511292
Espeletia murilloi,5.55439,-73.1347,0.672803619
Espeletia tunjana,5.55439,-73.1347,0.084170595
Espeletia pescana,5.51767,-73.133568,0.353863093
Espeletia pescana,5.51767,-73.133568,0.152832728
Espeletia pescana,5.51767,-73.133568,0.114901729
Espeletia boyacensis,5.52268,-73.1302,0.447166449
Espeletia murilloi,5.860028,-73.129972,0.065621166
Espeletia argentea,5.860389,-73.129944,0.129160373
Espeletia incana,5.861833,-73.128556,0.167844423
Espeletia tunjana,5.50265,-73.1269,0.500481609
Espeletia tunjana,5.50265,-73.1269,0.2082023
Espeletia brachyaxiantha,6.00143,-73.12633,0.437370761
Espeletia annemariana,5.75953,-73.12176,0.242056255
Espeletia annemariana,5.75953,-73.12176,0.221534132
Espeletia lopezii,5.75953,-73.12176,0.10546863
Espeletia boyacensis,5.454278,-73.117694,0.737075988
Espeletia murilloi,5.5253,-73.115,0.00127808
Espeletia tunjana,5.5253,-73.115,0.325500743
Espeletia boyacensis,5.464889,-73.114222,0.505632622
Espeletia boyacensis,5.464889,-73.112167,0.004885936
Espeletia tunjana,5.55122,-73.11165,0.558763942
Espeletia brachyaxiantha,5.464139,-73.109944,0.195637331
Espeletia boyacensis,5.93611,-73.1087,0.400397309
Espeletia boyacensis,5.93611,-73.1087,0.110573281
Espeletia boyacensis,5.93611,-73.1087,0.403250815
Espeletia congestiflora,5.93611,-73.1087,0.526910318
Espeletia murilloi,5.93611,-73.1087,0.553988138
Espeletia boyacensis,5.936108,-73.108673,0.763570995
Espeletia boyacensis,5.936108,-73.108673,0.078817172
Espeletia boyacensis,5.936108,-73.108673,0.484168765
Espeletia congestiflora,5.936108,-73.108673,0.118405691
Espeletia murilloi,5.936108,-73.108673,0.032050144
