species,decimalLatitude,decimalLongitude,speciation
Espeletia boyacensis,5.940556,-73.103611,0.453563924
Espeletia boyacensis,5.940556,-73.103611,0.222689978
Espeletia boyacensis,5.948056,-73.101944,0.262730158
Espeletia boyacensis,5.948056,-73.101944,0.501926947
Espeletia boyacensis,5.94806,-73.1019,0.007250212
Espeletia boyacensis,5.94806,-73.1019,0.070574083
Espeletia boyacensis,5.467278,-73.098917,0.54574397
Espeletia boyacensis,5.467583,-73.096889,0.105668135
Espeletia boyacensis,5.94889,-73.0893,0.22277932
Espeletia incana,5.921297,-73.088343,0.218646356
Espeletia murilloi,5.93676,-73.086,0.1433802
Espeletia incana,5.914444,-73.085556,0.142120557
Espeletia incana,5.914444,-73.085556,0.086802576
Espeletia boyacensis,5.45608,-73.0839,0.455644893
Espeletia murilloi,5.911111,-73.083333,0.142725688
Espeletia murilloi,5.911111,-73.083333,0.173922114
Espeletia murilloi,5.911111,-73.083333,0.580442145
Espeletia congestiflora,5.915278,-73.083333,0.409010588
Espeletia congestiflora,5.915278,-73.083333,0.284914687
Espeletia congestiflora,5.915278,-73.083333,0.174817186
Espeletia congestiflora,5.915278,-73.083333,0.431205711
Espeletia murilloi,5.91111,-73.0833,0.506184473
Espeletia incana,5.92398,-73.083,0.30909393
Espeletia boyacensis,5.4503,-73.0822,0.317036852
Espeletia murilloi,5.4503,-73.0822,0.049296654
Espeletia boyacensis,5.450304,-73.082194,0.143700734
Espeletia murilloi,5.450304,-73.082194,0.843791643
Espeletia murilloi,5.672222,-73.075,0.115239092
Espeletia boyacensis,5.905556,-73.075,0.461991741
Espeletia boyacensis,5.905556,-73.075,0.373434059
Espeletia murilloi,5.905556,-73.075,0.101697641
Espeletia murilloi,5.90556,-73.075,0.385655165
Espeletia hartwegiana,3.901155,-73.073369,0.172154113
Espeletia murilloi,5.899167,-73.07,0.292840397
Espeletia murilloi,5.899167,-73.07,0.238550929
Espeletia murilloi,5.899167,-73.07,0.239194759
Espeletia tunjana,5.680278,-73.028222,0.539751371
Espeletia murilloi,5.48079,-73.0274,0.453149741
Espeletia tunjana,5.72325,-73.023028,0.715955907
Espeletia congestiflora,5.91918,-73.01184,0.019931355
Espeletia brachyaxiantha,5.94433,-73.00413,0.130710329
Espeletia brachyaxiantha,5.93991,-73.00305,0.244299012
Espeletia boyacensis,5.93566,-73.00254,0.884491799
Espeletia arbelaezii,5.935336,-73.00243,0.588103045
Espeletia arbelaezii,5.93536,-73.00243,0.080562752
Espeletia arbelaezii,5.93536,-73.00243,0.091925554
Espeletia murilloi,5.9294,-73.00015,0.162635549
Espeletia argentea,5.66667,-73,0.00550472
Espeletia congestiflora,5.66667,-73,0.196178274
Espeletia conglomerata,5.66667,-73,0.284270454
Espeletia incana,5.66667,-73,0.737562895
Espeletia murilloi,5.66667,-73,0.114006118
Espeletia brassicoidea,8,-73,0.200649382
Espeletia brassicoidea,8,-73,0.038260146
Espeletia brassicoidea,8,-73,0.064272024
Espeletia brassicoidea,8,-73,0.045338248
Espeletia brassicoidea,8,-73,0.363768237
Espeletia brassicoidea,8,-73,0.334397506
Espeletia conglomerata,8,-73,0.062182624
Espeletia conglomerata,8,-73,0.010947544
Espeletia conglomerata,8,-73,0.108832763
Espeletia conglomerata,8,-73,0.051397103
Espeletia conglomerata,8,-73,0.410424382
Espeletia conglomerata,8,-73,0.604719798
Espeletia conglomerata,8,-73,0.507412851
Espeletia conglomerata,8,-73,0.379639337
Espeletia conglomerata,8,-73,0.5092085
Espeletia conglomerata,8,-73,0.394936135
Espeletia congestiflora,5.92918,-72.99969,0.351738226
Espeletia congestiflora,5.92917,-72.9996,0.455848556
Espeletia conglomerata,7.769667,-72.994778,0.035299407
Espeletia conglomerata,7.769667,-72.994778,0.100126174
Espeletia occulta,7.769667,-72.994778,0.219906081
Espeletia occulta,7.769667,-72.994778,0.39400358
Espeletia brassicoidea,7.77523,-72.99172,0.0254068
Espeletia argentea,6.043775,-72.988067,0.264150616
Espeletia argentea,6.044994,-72.987108,0.302069038
Espeletia boyacensis,6.037861,-72.980528,0.342671079
Espeletia murilloi,5.92942,-72.9754,0.490984224
Espeletia tunjana,5.92932,-72.975,0.202253489
Espeletia brachyaxiantha,6.026056,-72.968389,0.121455776
Espeletia brachyaxiantha,6.027917,-72.96625,0.353685687
Espeletia brachyaxiantha,6.028833,-72.965833,0.393992481
Espeletia grandiflora,4.095833,-72.958333,0.207302715
Espeletia grandiflora,4.095833,-72.958333,0.504530674
Espeletia grandiflora,4.095833,-72.958333,0.300693261
Espeletia grandiflora,4.095833,-72.958333,0.63123942
Espeletia hartwegiana,4.095833,-72.958333,0.020011628
Espeletia hartwegiana,4.095833,-72.958333,0.335513726
Espeletia hartwegiana,4.095833,-72.958333,0.418206174
Espeletia moritziana,4.095833,-72.958333,0.097266517
Espeletia nemekenei,6.01455,-72.9559,0.291546328
Espeletia perijaensis,10.2623,-72.9549,0.192772953
Espeletia incana,6.02468,-72.9502,0.217441188
Espeletia conglomerata,7.209972,-72.9378,0.47572498
Espeletia oswaldiana,5.48453,-72.934624,0.355477198
Espeletia oswaldiana,5.48453,-72.934624,0.503985625
Espeletia oswaldiana,5.48453,-72.9346,0.210257845
Espeletia oswaldiana,5.48453,-72.9346,0.648284478
Espeletia rositae,6.31591,-72.926,0.144009395
Espeletia perijaensis,10.372833,-72.92175,0.354461676
Espeletia tunjana,5.938389,-72.919306,0.109679122
Espeletia tunjana,5.939472,-72.919,0.090021784
Espeletia azucarina,6.10131,-72.91899,0.204561025
Espeletia discoidea,6.09403,-72.91146,0.254754073
Espeletia discoidea,6.09403,-72.91146,0.376906165
Espeletia standleyana,7.196528,-72.909639,0.754367585
Espeletia grandiflora,4.1,-72.908889,0.135545188
Espeletia grandiflora,4.1,-72.908889,0.40888986
Espeletia discoidea,6.06629,-72.90034,0.437949019
Espeletia barclayana,7.258353,-72.900014,0.583372508
Espeletia perijaensis,10.450765,-72.897057,0.081167082
Espeletia rositae,7.171389,-72.873333,0.215067452
Espeletia rositae,7.17139,-72.8733,0.585895813
Espeletia canescens,7.389999,-72.866977,0.232122395
Espeletia almorzana,3.8811,-72.8667,0.349578365
Espeletia annemariana,3.8811,-72.8667,0.023032015
Espeletia annemariana,3.8811,-72.8667,0.453814396
Espeletia arbelaezii,3.8811,-72.8667,0.664822147
Espeletia arbelaezii,3.8811,-72.8667,0.479259487
Espeletia argentea,3.8811,-72.8667,0.33336584
Espeletia argentea,3.8811,-72.8667,0.102559286
Espeletia atropurpurea,3.8811,-72.8667,0.307574858
Espeletia brachyaxiantha,3.8811,-72.8667,0.31162355
Espeletia brachyaxiantha,3.8811,-72.8667,0.556258606
Espeletia brassicoidea,3.8811,-72.8667,0.113264678
Espeletia brassicoidea,3.8811,-72.8667,0.506677953
Espeletia brassicoidea,3.8811,-72.8667,0.05140122
Espeletia brassicoidea,3.8811,-72.8667,0.333680016
Espeletia brassicoidea,3.8811,-72.8667,0.389148832
Espeletia brassicoidea,3.8811,-72.8667,0.161795562
Espeletia chocontana,3.8811,-72.8667,0.271994975
Espeletia chocontana,3.8811,-72.8667,0.221580215
Espeletia chocontana,3.8811,-72.8667,0.309704033
Espeletia chocontana,3.8811,-72.8667,0.506311589
Espeletia congestiflora,3.8811,-72.8667,0.288493416
Espeletia congestiflora,3.8811,-72.8667,0.168125094
Espeletia congestiflora,3.8811,-72.8667,0.337073668
Espeletia congestiflora,3.8811,-72.8667,0.245023134
Espeletia congestiflora,3.8811,-72.8667,0.673327731
Espeletia conglomerata,3.8811,-72.8667,0.134291776
Espeletia conglomerata,3.8811,-72.8667,0.622954277
Espeletia conglomerata,3.8811,-72.8667,0.457428108
Espeletia conglomerata,3.8811,-72.8667,0.461426768
Espeletia conglomerata,3.8811,-72.8667,0.323857942
Espeletia conglomerata,3.8811,-72.8667,0.230435329
Espeletia grandiflora,3.8811,-72.8667,0.391036031
Espeletia grandiflora,3.8811,-72.8667,0.574920013
Espeletia grandiflora,3.8811,-72.8667,0.144344591
Espeletia grandiflora,3.8811,-72.8667,0.001909389
Espeletia grandiflora,3.8811,-72.8667,0.068975163
Espeletia grandiflora,3.8811,-72.8667,0.357914704
Espeletia grandiflora,3.8811,-72.8667,0.386298809
Espeletia grandiflora,3.8811,-72.8667,0.160381906
Espeletia grandiflora,3.8811,-72.8667,0.306599975
Espeletia grandiflora,3.8811,-72.8667,0.164082428
Espeletia grandiflora,3.8811,-72.8667,0.713965838
Espeletia grandiflora,3.8811,-72.8667,0.025535053
Espeletia guascensis,3.8811,-72.8667,0.089365146
Espeletia guascensis,3.8811,-72.8667,0.56748187
Espeletia guascensis,3.8811,-72.8667,0.387684044
Espeletia hartwegiana,3.8811,-72.8667,0.421677396
Espeletia hartwegiana,3.8811,-72.8667,0.460773969
Espeletia hartwegiana,3.8811,-72.8667,0.362512249
Espeletia incana,3.8811,-72.8667,0.427499456
Espeletia incana,3.8811,-72.8667,0.157165758
Espeletia incana,3.8811,-72.8667,0.586601595
Espeletia incana,3.8811,-72.8667,0.424087264
Espeletia incana,3.8811,-72.8667,0.115020934
Espeletia incana,3.8811,-72.8667,0.520874068
Espeletia killipii,3.8811,-72.8667,0.60359361
Espeletia lopezii,3.8811,-72.8667,0.457228241
Espeletia lopezii,3.8811,-72.8667,0.390244445
Espeletia lopezii,3.8811,-72.8667,0.186260669
Espeletia lopezii,3.8811,-72.8667,0.234358678
Espeletia lopezii,3.8811,-72.8667,0.076107997
Espeletia moritziana,3.8811,-72.8667,0.036586108
Espeletia murilloi,3.8811,-72.8667,0.098707762
Espeletia murilloi,3.8811,-72.8667,0.220358364
Espeletia murilloi,3.8811,-72.8667,0.285584399
Espeletia murilloi,3.8811,-72.8667,0.340536891
Espeletia murilloi,3.8811,-72.8667,0.262213123
Espeletia nemekenei,3.8811,-72.8667,0.455335735
Espeletia nemekenei,3.8811,-72.8667,0.206645862
Espeletia nemekenei,3.8811,-72.8667,0.429949483
Espeletia nemekenei,3.8811,-72.8667,0.572074284
Espeletia nemekenei,3.8811,-72.8667,0.52831794
Espeletia nemekenei,3.8811,-72.8667,0.397542529
Espeletia neriifolia,3.8811,-72.8667,0.378705724
Espeletia neriifolia,3.8811,-72.8667,0.235950145
Espeletia neriifolia,3.8811,-72.8667,0.404520979
Espeletia neriifolia,3.8811,-72.8667,0.683814859
Espeletia neriifolia,3.8811,-72.8667,0.69552745
Espeletia occidentalis,3.8811,-72.8667,0.41082455
Espeletia occidentalis,3.8811,-72.8667,0.391254906
Espeletia occidentalis,3.8811,-72.8667,0.265452622
Espeletia occidentalis,3.8811,-72.8667,0.400933286
Espeletia occulta,3.8811,-72.8667,0.318091074
Espeletia pachoana,3.8811,-72.8667,0.26265254
Espeletia pachoana,3.8811,-72.8667,0.078856606
Espeletia pachoana,3.8811,-72.8667,0.230573321
Espeletia pachoana,3.8811,-72.8667,0.395131343
Espeletia pycnophylla,3.8811,-72.8667,0.587364474
Espeletia pycnophylla,3.8811,-72.8667,0.567452309
Espeletia pycnophylla,3.8811,-72.8667,0.358977032
Espeletia pycnophylla,3.8811,-72.8667,0.436228421
Espeletia rositae,3.8811,-72.8667,0.242394372
Espeletia rositae,3.8811,-72.8667,0.03915434
Espeletia rositae,3.8811,-72.8667,0.378563526
Espeletia rositae,3.8811,-72.8667,0.397862853
Espeletia smithiana,3.8811,-72.8667,0.021550147
Espeletia standleyana,3.8811,-72.8667,0.227763078
Espeletia standleyana,3.8811,-72.8667,0.552780709
Espeletia standleyana,3.8811,-72.8667,0.290811485
Espeletia standleyana,3.8811,-72.8667,0.372111433
Espeletia standleyana,3.8811,-72.8667,0.456565445
Espeletia standleyana,3.8811,-72.8667,0.19221158
Espeletia subneriifolia,3.8811,-72.8667,0.533642677
Espeletia tunjana,3.8811,-72.8667,0.455618334
Espeletia tunjana,3.8811,-72.8667,0.534424495
Espeletia tunjana,3.8811,-72.8667,0.473939243
Espeletia tunjana,3.8811,-72.8667,0.574472834
Espeletia tunjana,3.8811,-72.8667,0.2645337
Espeletia tunjana,3.8811,-72.8667,0.398746517
Espeletia tunjana,3.8811,-72.8667,0.668384731
Espeletia uribei,3.8811,-72.8667,0.331474667
Espeletia uribei,3.8811,-72.8667,0.112119605
Espeletia verdeana,3.8811,-72.8667,0.441971909
Espeletia verdeana,3.8811,-72.8667,0.17505391
Espeletia conglomerata,7.343889,-72.862778,0.612547194
Espeletia occulta,7.343889,-72.862778,0.718656195
Espeletia murilloi,5.59814,-72.861,0.031571904
Espeletia murilloi,5.598139,-72.860955,0.01197531
Espeletia tunjana,5.51296,-72.860222,0.529306239
Espeletia murilloi,5.60983,-72.8549,0.310531623
Espeletia conglomerata,7.342778,-72.851267,0.42501904
Espeletia arbelaezii,6.10646,-72.8446,0.091161928
Espeletia canescens,7.4415,-72.844167,0.405230728
Espeletia arbelaezii,6.1075,-72.84257,0.146070728
Espeletia arbelaezii,6.1075,-72.84257,0.24968854
Espeletia arbelaezii,6.1075,-72.84257,0.668060315
Espeletia congestiflora,7.294306,-72.83425,0.634001224
Espeletia conglomerata,7.294306,-72.83425,0.41742304
Espeletia lopezii,5.731722,-72.823028,0.310008113
Espeletia barclayana,7.346667,-72.821111,0.41481593
Espeletia boyacensis,5.70668,-72.81291,0.449447189
Espeletia estanislana,7.085556,-72.809722,0.059206515
Espeletia lopezii,5.72027,-72.79204,0.178873077
Espeletia congestiflora,5.708667,-72.789028,0.145260399
Espeletia congestiflora,5.708667,-72.789028,0.416297169
Espeletia brachyaxiantha,5.701,-72.788083,0.314797522
Espeletia lopezii,5.701,-72.788083,0.088318408
Espeletia congestiflora,5.534958,-72.784733,0.249797677
Espeletia congestiflora,5.534958,-72.784733,0.077524185
Espeletia standleyana,7.25952,-72.7838,0.202393781
Espeletia argentea,6.213139,-72.782917,0.208128447
Espeletia boyacensis,6.212667,-72.782889,0.171831329
Espeletia argentea,6.212944,-72.782694,0.385959292
Espeletia argentea,6.218833,-72.778667,0.604459384
Espeletia arbelaezii,6.17685,-72.77435,0.207277277
Espeletia arbelaezii,6.17685,-72.77435,0.115312383
Espeletia azucarina,6.17685,-72.77435,0.507960544
Espeletia azucarina,6.17685,-72.77435,0.234668334
Espeletia congestiflora,6.17731,-72.76995,0.671133095
Espeletia congestiflora,6.17731,-72.76995,0.218048526
Espeletia congestiflora,6.17731,-72.76995,0.320474184
Espeletia boyacensis,6.17429,-72.7622,0.214903371
Espeletia boyacensis,6.19458,-72.7586,0.019469067
Espeletia arbelaezii,6.125547,-72.756581,0.037134078
Espeletia oswaldiana,5.506375,-72.755236,0.383715315
Espeletia oswaldiana,5.506375,-72.755236,0.626941038
Espeletia oswaldiana,5.50637,-72.7552,0.007256393
Espeletia oswaldiana,5.50637,-72.7552,0.454619025
Espeletia arbelaezii,6.121307,-72.751394,0.108470096
Espeletia boyacensis,6.205496,-72.745838,0.250657106
Espeletia standleyana,7.2553,-72.74529,0.469297085
Espeletia standleyana,7.010139,-72.742977,0.153109349
Espeletia nemekenei,6.177958,-72.741093,0.490881205
Espeletia nemekenei,6.177958,-72.741093,0.186111599
Espeletia murilloi,5.52365,-72.7406,0.475949342
Espeletia congestiflora,5.500851,-72.739153,0.269118447
Espeletia boyacensis,5.707167,-72.732167,0.430713858
Espeletia congestiflora,5.707167,-72.732167,0.589356178
Espeletia brachyaxiantha,5.746111,-72.723028,0.391264713
Espeletia boyacensis,6.17711,-72.7227,0.080018243
Espeletia brachyaxiantha,5.74575,-72.7225,0.238423279
Espeletia pescana,5.745389,-72.721778,0.448578828
Espeletia pescana,5.746775,-72.713147,0.480500577
Espeletia brassicoidea,7.34345,-72.7084,0.43461236
Espeletia congestiflora,5.744889,-72.703028,0.422249236
Espeletia standleyana,6.95496,-72.7029,0.383007359
Espeletia brachyaxiantha,5.5085,-72.702528,0.980626496
Espeletia congestiflora,5.746167,-72.702528,0.197592907
Espeletia brachyaxiantha,5.508556,-72.702139,0.162557773
Espeletia boyacensis,5.508167,-72.701389,0.354218894
Espeletia brachyaxiantha,5.508167,-72.701389,0.271353834
Espeletia conglomerata,6.915828,-72.70091,0.1058152
Espeletia boyacensis,5.96327,-72.7002,0.339737943
Espeletia boyacensis,5.963274,-72.700164,0.497656921
Espeletia conglomerata,7.35313,-72.6997,0.375084882
Espeletia boyacensis,5.509472,-72.698417,0.09794116
Espeletia brachyaxiantha,5.509917,-72.697833,0.456524244
Espeletia boyacensis,5.508333,-72.697556,0.157457397
Espeletia argentea,6.31833,-72.697517,0.521526731
Espeletia pescana,5.508389,-72.695972,0.345961765
Espeletia boyacensis,5.507833,-72.695583,0.519443616
Espeletia almorzana,6.95222,-72.6881,0.238993235
Espeletia conglomerata,6.95958,-72.6828,0.582408511
Espeletia conglomerata,6.95958,-72.6828,0.344251561
Espeletia conglomerata,7.342222,-72.682778,0.015833202
Espeletia praesidentis,6.9975,-72.678056,0.465308826
Espeletia praesidentis,6.9975,-72.678056,0.43045459
Espeletia jaramilloi,5.94934,-72.6778,0.109524467
Espeletia lopezii,5.94934,-72.6778,0.853001677
Espeletia lopezii,5.94934,-72.6778,0.253817309
Espeletia boyacensis,5.969167,-72.675889,0.095649914
Espeletia standleyana,6.96418,-72.67314,0.380809137
Espeletia standleyana,6.96418,-72.67314,0.248717721
Espeletia argentea,5.96,-72.67,0.19031251
Espeletia dugandii,6.83977,-72.65653,0.361645744
Espeletia brassicoidea,7.37425,-72.654647,0.396077384
Espeletia jaramilloi,5.89116,-72.65104,0.417545866
Espeletia brassicoidea,7.33023,-72.6368,0.417534425
Espeletia brassicoidea,7.33023,-72.6368,0.179463209
Espeletia lopezii,5.921389,-72.627222,0.750867288
Espeletia brassicoidea,6.664722,-72.620889,0.07815212
Espeletia brassicoidea,7.34613,-72.61639,0.338873233
Espeletia curialensis,5.86103,-72.6015,0.180335425
Espeletia lopezii,5.929722,-72.5975,0.383983927
Espeletia congestiflora,5.9938,-72.5547,0.025070412
Espeletia lopezii,5.9938,-72.5547,0.536840211
Espeletia lopezii,6.351422,-72.548554,0.550912653
Espeletia arbelaezii,5.5,-72.5,0.01475332
Espeletia arbelaezii,5.5,-72.5,0.669496808
Espeletia arbelaezii,5.5,-72.5,0.502466394
Espeletia arbelaezii,5.5,-72.5,0.414999109
Espeletia arbelaezii,5.5,-72.5,0.241036835
Espeletia arbelaezii,5.5,-72.5,0.305396972
Espeletia arbelaezii,5.5,-72.5,0.33071652
Espeletia boyacensis,5.5,-72.5,0.489485866
Espeletia boyacensis,5.5,-72.5,0.401706127
Espeletia boyacensis,5.5,-72.5,0.443301943
Espeletia boyacensis,5.5,-72.5,0.003603488
Espeletia brachyaxiantha,5.5,-72.5,0.059670096
Espeletia brachyaxiantha,5.5,-72.5,0.232552636
Espeletia brachyaxiantha,5.5,-72.5,0.176109204
Espeletia brachyaxiantha,5.5,-72.5,0.515907617
Espeletia brachyaxiantha,5.5,-72.5,0.268939892
Espeletia brachyaxiantha,5.5,-72.5,0.401984735
Espeletia brachyaxiantha,5.5,-72.5,0.405481585
Espeletia brachyaxiantha,5.5,-72.5,0.009390827
Espeletia congestiflora,5.5,-72.5,0.014146253
Espeletia congestiflora,5.5,-72.5,0.226844349
Espeletia congestiflora,5.5,-72.5,0.230233076
Espeletia congestiflora,5.5,-72.5,0.106724464
Espeletia congestiflora,5.5,-72.5,0.497185029
Espeletia curialensis,5.5,-72.5,0.433565559
Espeletia curialensis,5.5,-72.5,0.159726445
Espeletia curialensis,5.5,-72.5,0.201821524
Espeletia curialensis,5.5,-72.5,0.582976866
Espeletia curialensis,5.5,-72.5,0.262661999
Espeletia curialensis,5.5,-72.5,0.027963348
Espeletia curialensis,5.5,-72.5,0.376463539
Espeletia discoidea,5.5,-72.5,0.013075876
Espeletia discoidea,5.5,-72.5,0.192352599
Espeletia discoidea,5.5,-72.5,0.452420419
Espeletia discoidea,5.5,-72.5,0.047195287
Espeletia discoidea,5.5,-72.5,0.280642108
Espeletia incana,5.5,-72.5,0.352985304
Espeletia incana,5.5,-72.5,0.529836162
Espeletia incana,5.5,-72.5,0.464112456
Espeletia incana,5.5,-72.5,0.451057432
Espeletia incana,5.5,-72.5,0.388249955
Espeletia jaramilloi,5.5,-72.5,0.466301584
Espeletia lopezii,5.5,-72.5,0.659192495
Espeletia lopezii,5.5,-72.5,0.217679372
Espeletia lopezii,5.5,-72.5,0.596397878
Espeletia lopezii,5.5,-72.5,0.084967023
Espeletia lopezii,5.5,-72.5,0.113501559
Espeletia murilloi,5.5,-72.5,0.483800224
Espeletia murilloi,5.5,-72.5,0.367104767
Espeletia murilloi,5.5,-72.5,0.228665275
Espeletia murilloi,5.5,-72.5,0.104387457
Espeletia murilloi,5.5,-72.5,0.227253499
Espeletia murilloi,5.5,-72.5,0.365563933
Espeletia murilloi,5.5,-72.5,0.666175427
Espeletia murilloi,5.5,-72.5,0.459866818
Espeletia murilloi,5.5,-72.5,0.090937608
Espeletia murilloi,5.5,-72.5,0.536071722
Espeletia murilloi,5.5,-72.5,0.174380159
Espeletia nemekenei,5.5,-72.5,0.328067244
Espeletia nemekenei,5.5,-72.5,0.272143929
Espeletia nemekenei,5.5,-72.5,0.507658201
Espeletia oswaldiana,5.5,-72.5,0.583684857
Espeletia oswaldiana,5.5,-72.5,0.44247112
Espeletia oswaldiana,5.5,-72.5,0.303582847
Espeletia rositae,5.5,-72.5,0.370052886
Espeletia rositae,5.5,-72.5,0.285490384
Espeletia tunjana,5.5,-72.5,0.521411703
Espeletia neriifolia,7.35444,-72.4364,0.094836863
Espeletia neriifolia,7.35444,-72.4364,0.30120838
Espeletia neriifolia,7.354444,-72.436389,0.542941883
Espeletia neriifolia,7.354444,-72.436389,0.39804746
Espeletia brassicoidea,7.38656,-72.4207,0.327925705
Espeletia cardonae,7.4063,-72.4037,0.027200399
Espeletia brassicoidea,7.3904,-72.3962,0.170688894
Espeletia tamana,7.52218,-72.3868,0.516915302
Espeletia steyermarkii,7.52418,-72.3862,0.414521611
Espeletia steyermarkii,7.40197,-72.3833,0.241256923
Espeletia brassicoidea,7.40252,-72.3809,0.310921344
Espeletia lopezii,6.407222,-72.375,0.026591328
Espeletia lopezii,6.407222,-72.375,0.259134437
Espeletia lopezii,6.45422,-72.3456,0.340950492
Espeletia lopezii,6.48373,-72.3368,0.21439761
Espeletia lopezii,6.54931,-72.32006,0.298743474
Espeletia cleefii,6.37759,-72.2727,0.480083987
Espeletia cleefii,6.37759,-72.2727,0.0545378
Espeletia lopezii,7.510642,-72.139128,0.245920461
Espeletia atropurpurea,7.8333,-72.0833,0.142799012
Espeletia atropurpurea,7.8333,-72.0833,0.300394323
Espeletia atropurpurea,7.8333,-72.0833,0.152787789
Espeletia badilloi,7.8333,-72.0833,0.220791065
Espeletia badilloi,7.8333,-72.0833,0.255630206
Espeletia badilloi,7.8333,-72.0833,0.530429717
Espeletia brassicoidea,7.8333,-72.0833,0.112113977
Espeletia brassicoidea,7.8333,-72.0833,0.356988913
Espeletia brassicoidea,7.8333,-72.0833,0.079995416
Espeletia gritaensis,7.8333,-72.0833,0.160176607
Espeletia gritaensis,7.8333,-72.0833,0.025164899
Espeletia jahnii,7.8333,-72.0833,0.317612002
Espeletia jahnii,7.8333,-72.0833,0.355329638
Espeletia jahnii,7.8333,-72.0833,0.476692741
Espeletia jahnii,7.8333,-72.0833,0.081387803
Espeletia jahnii,7.8333,-72.0833,0.568647594
Espeletia jahnii,7.8333,-72.0833,0.167700816
Espeletia leucactina,7.8333,-72.0833,0.051518287
Espeletia leucactina,7.8333,-72.0833,0.116322896
Espeletia marcescens,7.8333,-72.0833,0.424192896
Espeletia marcescens,7.8333,-72.0833,0.085923219
Espeletia neriifolia,7.8333,-72.0833,0.263562371
Espeletia neriifolia,7.8333,-72.0833,0.060767996
Espeletia neriifolia,7.8333,-72.0833,0.000632677
Espeletia neriifolia,7.8333,-72.0833,0.160707035
Espeletia occulta,7.8333,-72.0833,0.563178408
Espeletia occulta,7.8333,-72.0833,0.090738178
Espeletia occulta,7.8333,-72.0833,0.375624947
Espeletia steyermarkii,7.8333,-72.0833,0.331600043
Espeletia steyermarkii,7.8333,-72.0833,0.208547079
Espeletia tachirensis,7.8333,-72.0833,0.266414905
Espeletia tachirensis,7.8333,-72.0833,0.334259566
Espeletia tachirensis,7.8333,-72.0833,0.098548163
Espeletia tachirensis,7.8333,-72.0833,0.67029318
Espeletia tamana,7.8333,-72.0833,0.433718452
Espeletia tamana,7.8333,-72.0833,0.195510711
Espeletia tamana,7.8333,-72.0833,0.398393255
Espeletia tamana,7.8333,-72.0833,0.69375459
Espeletia thyrsiformis,7.8333,-72.0833,0.621327055
Espeletia thyrsiformis,7.8333,-72.0833,0.815916698
Espeletia thyrsiformis,7.8333,-72.0833,0.714990633
Espeletia thyrsiformis,7.8333,-72.0833,0.177458106
Espeletia thyrsiformis,7.8333,-72.0833,0.357136449
Espeletia thyrsiformis,7.8333,-72.0833,0.278090356
Espeletia thyrsiformis,7.8333,-72.0833,0.268861186
Espeletia thyrsiformis,7.8333,-72.0833,0.17523463
Espeletia occulta,8.01614,-71.9684,0.33925578
Espeletia neriifolia,8.17646,-71.9176,0.23724468
Espeletia tachirensis,8.11117,-71.9159,0.371710543
Espeletia tachirensis,8.11117,-71.9159,0.527972037
Espeletia thyrsiformis,8.12301,-71.9117,0.500546176
Espeletia atropurpurea,8.17393,-71.9105,0.338593477
Espeletia atropurpurea,8.18529,-71.9037,0.151572891
Espeletia atropurpurea,8.18771,-71.9001,0.236694575
Espeletia marcescens,8.18196,-71.8949,0.001117918
Espeletia thyrsiformis,8.20715,-71.8939,0.316422562
Espeletia neriifolia,8.20282,-71.893,0.343541693
Espeletia marcescens,8.14477,-71.8913,0.605577104
Espeletia neriifolia,8.14551,-71.8906,0.239849054
Espeletia neriifolia,8.14463,-71.8896,0.238599934
Espeletia occulta,8.145,-71.8891,0.473760225
Espeletia thyrsiformis,8.21253,-71.889,0.672514263
Espeletia thyrsiformis,8.21253,-71.889,0.193843812
Espeletia thyrsiformis,8.1147,-71.8874,0.361058038
Espeletia thyrsiformis,8.21948,-71.8859,0.593548862
Espeletia marcescens,8.13977,-71.8857,0.225308858
Espeletia marcescens,8.13977,-71.8857,0.104642966
Espeletia neriifolia,8.23599,-71.8837,0.142795131
Espeletia atropurpurea,8.24697,-71.8819,0.57330101
Espeletia thyrsiformis,8.23945,-71.87389,0.386542632
Espeletia atropurpurea,8.25018,-71.8731,0.114963618
Espeletia atropurpurea,8.25808,-71.8691,0.279287406
Espeletia thyrsiformis,8.25,-71.866667,0.419419701
Espeletia atropurpurea,8.25775,-71.8649,0.053438626
Espeletia atropurpurea,8.25775,-71.8649,0.50164338
Espeletia atropurpurea,8.25775,-71.8649,0.551856909
Espeletia atropurpurea,8.25775,-71.8649,0.665440199
Espeletia atropurpurea,8.25775,-71.8649,0.364809646
Espeletia atropurpurea,8.25775,-71.8649,0.555971739
Espeletia atropurpurea,8.24511,-71.8549,0.277799625
Espeletia atropurpurea,8.24511,-71.8549,0.167179689
Espeletia atropurpurea,8.24511,-71.8549,0.318152218
Espeletia atropurpurea,8.24511,-71.8549,0.274222598
Espeletia atropurpurea,8.24511,-71.8549,0.12842431
Espeletia atropurpurea,8.24511,-71.8549,0.297782413
Espeletia schultzii,10.6833,-71.6896,0.412154134
Espeletia neriifolia,8.29828,-71.6539,0.097763034
Espeletia neriifolia,8.27501,-71.5953,0.072310626
Espeletia rodriguezii,8.27764,-71.586,0.407954761
Espeletia neriifolia,8.279,-71.5843,0.311653635
Espeletia ruizii,8.31526,-71.5812,0.514792297
Espeletia occulta,8.03973,-71.5698,0.804502281
Espeletia neriifolia,8.3,-71.5667,0.452586478
Espeletia ruizii,8.28864,-71.5662,0.243572415
