Taxon,SpeciesGroup,decimalLatitude,decimalLongitude,Rate
Phlegmariurus linifolius,linifolius,-0.51666,-77.91666,0.183
Phlegmariurus linifolius,linifolius,-0.53333,-77.9,0.183
Phlegmariurus linifolius,linifolius,-0.47,-77.9,0.183
Phlegmariurus linifolius,linifolius,-0.466667,-77.9,0.183
Phlegmariurus linifolius,linifolius,-0.46666,-77.9,0.183
Phlegmariurus linifolius,linifolius,-1.58333,-77.88333,0.183
Phlegmariurus linifolius,linifolius,-0.46666,-77.88333,0.183
Phlegmariurus linifolius,linifolius,-1.583,-77.883,0.183
Phlegmariurus linifolius,linifolius,-0.466,-77.883,0.183
Phlegmariurus linifolius,linifolius,-0.47,-77.88,0.183
Phlegmariurus linifolius,linifolius,-0.566667,-77.866667,0.183
Phlegmariurus linifolius,linifolius,-0.966,-77.866,0.183
Phlegmariurus linifolius,linifolius,7.708333,-77.838333,0.183
Phlegmariurus linifolius,linifolius,-0.73333,-77.83333,0.183
Phlegmariurus linifolius,linifolius,-5.68,-77.8,0.183
Phlegmariurus linifolius,linifolius,-0.73333,-77.8,0.183
Phlegmariurus linifolius,linifolius,-0.73,-77.8,0.183
Phlegmariurus linifolius,linifolius,-6.716667,-77.783333,0.183
Phlegmariurus linifolius,linifolius,-6.991667,-77.718611,0.183
Phlegmariurus linifolius,linifolius,-0.2,-77.7,0.183
Phlegmariurus linifolius,linifolius,-0.716667,-77.6,0.183
Phlegmariurus linifolius,linifolius,-0.11666,-77.6,0.183
Phlegmariurus linifolius,linifolius,2.850556,-77.589722,0.183
Phlegmariurus linifolius,linifolius,-6.710117,-77.587117,0.183
Phlegmariurus linifolius,linifolius,-0.133333,-77.5,0.183
Phlegmariurus linifolius,linifolius,-0.76666,-77.43333,0.183
Phlegmariurus linifolius,linifolius,4.95639,-77.3531,0.183
Phlegmariurus linifolius,linifolius,4.956389,-77.353056,0.183
Phlegmariurus linifolius,linifolius,3.933333,-77.166667,0.183
Phlegmariurus linifolius,linifolius,19.9622,-77.136497,0.183
Phlegmariurus linifolius,linifolius,6,-77,0.183
Phlegmariurus linifolius,linifolius,19.9722,-76.975891,0.183
Phlegmariurus linifolius,linifolius,3.99651,-76.97505,0.183
Phlegmariurus linifolius,linifolius,-2.083333,-76.966667,0.183
Phlegmariurus linifolius,linifolius,6.5925,-76.88666,0.183
Phlegmariurus linifolius,linifolius,-1.70753,-76.87325,0.183
Phlegmariurus linifolius,linifolius,-7,-76.8333,0.183
Phlegmariurus linifolius,linifolius,3.525,-76.7325,0.183
Phlegmariurus linifolius,linifolius,7.6826,-76.673203,0.183
Phlegmariurus linifolius,linifolius,7.6826,-76.6732,0.183
Phlegmariurus linifolius,linifolius,5.51639,-76.6506,0.183
Phlegmariurus linifolius,linifolius,5.516389,-76.650556,0.183
Phlegmariurus linifolius,linifolius,5.54182,-76.63223,0.183
Phlegmariurus linifolius,linifolius,5.72806,-76.5989,0.183
Phlegmariurus linifolius,linifolius,5.733847,-76.584092,0.183
Phlegmariurus linifolius,linifolius,5.753226,-76.535576,0.183
Phlegmariurus linifolius,linifolius,2.43,-76.52,0.183
Phlegmariurus linifolius,linifolius,3.75,-76.5,0.183
Phlegmariurus linifolius,linifolius,18.1,-76.4,0.183
Phlegmariurus linifolius,linifolius,18,-76.3667,0.183
Phlegmariurus linifolius,linifolius,2.58,-76.32,0.183
Phlegmariurus linifolius,linifolius,4.898333,-76.270556,0.183
Phlegmariurus linifolius,linifolius,0,-76.183333,0.183
Phlegmariurus linifolius,linifolius,20.014444,-76.055298,0.183
Phlegmariurus linifolius,linifolius,5.40972,-76.0189,0.183
Phlegmariurus linifolius,linifolius,5.409722,-76.018889,0.183
Phlegmariurus linifolius,linifolius,20.25,-76,0.183
Phlegmariurus linifolius,linifolius,20.5,-76,0.183
Phlegmariurus linifolius,linifolius,-7.356667,-75.995555,0.183
Phlegmariurus linifolius,linifolius,-0.11666,-75.5,0.183
Phlegmariurus linifolius,linifolius,-0.116,-75.5,0.183
Phlegmariurus linifolius,linifolius,20.416978,-75.462953,0.183
Phlegmariurus linifolius,linifolius,-10.5,-75.25,0.183
Phlegmariurus linifolius,linifolius,7.51667,-75.25,0.183
Phlegmariurus linifolius,linifolius,-0.566667,-75.233333,0.183
Phlegmariurus linifolius,linifolius,-0.55,-75.216,0.183
Phlegmariurus linifolius,linifolius,20.35,-75.05,0.183
Phlegmariurus linifolius,linifolius,-11.5,-75,0.183
Phlegmariurus linifolius,linifolius,6,-74.783333,0.183
Phlegmariurus linifolius,linifolius,6,-74.7833,0.183
Phlegmariurus linifolius,linifolius,20.348888,-74.573059,0.183
Phlegmariurus linifolius,linifolius,20.35,-74.5,0.183
Phlegmariurus linifolius,linifolius,5,-74.1667,0.183
Phlegmariurus linifolius,linifolius,10.93,-73.93,0.183
Phlegmariurus linifolius,linifolius,18.4,-73.87,0.183
Phlegmariurus linifolius,linifolius,5.678107,-73.478605,0.183
Phlegmariurus linifolius,linifolius,6.146936,-73.364275,0.183
Phlegmariurus linifolius,linifolius,6.106408,-73.203409,0.183
Phlegmariurus linifolius,linifolius,6.07417,-73.1936,0.183
Phlegmariurus linifolius,linifolius,6.899167,-73.183611,0.183
Phlegmariurus linifolius,linifolius,6.89917,-73.1836,0.183
Phlegmariurus linifolius,linifolius,6.327214,-73.179942,0.183
Phlegmariurus linifolius,linifolius,6.052527,-73.175811,0.183
Phlegmariurus linifolius,linifolius,6.917619,-73.102819,0.183
Phlegmariurus linifolius,linifolius,3.901155,-73.073369,0.183
Phlegmariurus linifolius,linifolius,8,-73,0.183
Phlegmariurus linifolius,linifolius,7.037517,-72.937075,0.183
Phlegmariurus linifolius,linifolius,4.1,-72.908889,0.183
Phlegmariurus linifolius,linifolius,3.8811,-72.8667,0.183
Phlegmariurus linifolius,linifolius,-12.5,-72.5,0.183
Phlegmariurus linifolius,linifolius,18.9756,-72.4903,0.183
Phlegmariurus linifolius,linifolius,-0.601389,-72.3983,0.183
Phlegmariurus linifolius,linifolius,18.33,-71.83,0.183
Phlegmariurus linifolius,linifolius,18.23,-71.5,0.183
Phlegmariurus linifolius,linifolius,8.5,-71.1667,0.183
Phlegmariurus linifolius,linifolius,18.725,-70.37,0.183
Phlegmariurus linifolius,linifolius,9.05,-69.983333,0.183
Phlegmariurus linifolius,linifolius,18.92,-69.15,0.183
Phlegmariurus linifolius,linifolius,-14.58333,-68.93333,0.183
Phlegmariurus linifolius,linifolius,-15.03333,-68.48333,0.183
Phlegmariurus linifolius,linifolius,-15.75,-68.01,0.183
Phlegmariurus linifolius,linifolius,-0.083333,-67.166667,0.183
Phlegmariurus linifolius,linifolius,1.916667,-67.066667,0.183
Phlegmariurus linifolius,linifolius,18.2761,-66.3242,0.183
Phlegmariurus linifolius,linifolius,-17.3833,-66.15,0.183
Phlegmariurus linifolius,linifolius,18.127934,-66.076,0.183
Phlegmariurus linifolius,linifolius,3.5,-66,0.183
Phlegmariurus linifolius,linifolius,18.035384,-65.91456,0.183
Phlegmariurus linifolius,linifolius,18.31989,-65.82951,0.183
Phlegmariurus linifolius,linifolius,18.31051,-65.791275,0.183
Phlegmariurus linifolius,linifolius,3.71666,-65.5,0.183
Phlegmariurus linifolius,linifolius,-17.8042,-64.7033,0.183
Phlegmariurus linifolius,linifolius,-16.7261,-64.435,0.183
Phlegmariurus linifolius,linifolius,-5,-63,0.183
Phlegmariurus linifolius,linifolius,12.1167,-61.6667,0.183
Phlegmariurus linifolius,linifolius,16.033333,-61.616667,0.183
Phlegmariurus linifolius,linifolius,-17.5,-61.5,0.183
Phlegmariurus linifolius,linifolius,6.15,-60.283333,0.183
Phlegmariurus linifolius,linifolius,3.5103,-53.165643,0.183
Phlegmariurus linifolius,linifolius,4.05,-52.7,0.183
Phlegmariurus linifolius,linifolius,2.3,-52.65,0.183
Phlegmariurus linifolius,linifolius,3.345553,-52.284161,0.183
Phlegmariurus linifolius,linifolius,1.518667,-50.794417,0.183
Phlegmariurus linifolius,linifolius,1.518611,-50.794167,0.183
Phlegmariurus linifolius,linifolius,-23.539389,-45.065,0.183
Phlegmariurus linifolius,linifolius,-23.516667,-45.033333,0.183
Phlegmariurus linifolius,linifolius,-13.95,-38.95,0.183
Phlegmariurus llanganatensis,crassus,-1.23333,-78.3,0.227
Phlegmariurus llanganatensis,crassus,-1.233,-78.3,0.227
Phlegmariurus llanganatensis,crassus,-1.23,-78.3,0.227
Phlegmariurus llanganatensis,crassus,-1.18333,-78.2,0.227
Phlegmariurus llanganatensis,crassus,-1.183,-78.2,0.227
Phlegmariurus loxensis,crassus,-4.1667,-79.5,0.252
Phlegmariurus loxensis,crassus,-4.08,-79.17,0.252
Phlegmariurus loxensis,crassus,-4,-79.15,0.252
Phlegmariurus loxensis,crassus,-3.983,-79.15,0.252
Phlegmariurus loxensis,crassus,-3.98,-79.15,0.252
Phlegmariurus loxensis,crassus,-4.45,-79.133333,0.252
Phlegmariurus loxensis,crassus,-4.45,-79.133,0.252
Phlegmariurus loxensis,crassus,-4.45,-79.13,0.252
Phlegmariurus loxensis,crassus,-3.98,-79.12,0.252
Phlegmariurus macbridei,crassus,-3.71666,-79.31666,0.194
Phlegmariurus macbridei,crassus,-3.716,-79.316,0.194
Phlegmariurus macbridei,crassus,-5.68111,-79.24583,0.194
Phlegmariurus macbridei,crassus,-6.8696,-78.1124,0.194
Phlegmariurus macbridei,crassus,-6.73,-77.88,0.194
Phlegmariurus macbridei,crassus,-9.5,-77.75,0.194
Phlegmariurus macbridei,crassus,-6.124722,-77.6475,0.194
Phlegmariurus macbridei,crassus,-6.1247,-77.6475,0.194
Phlegmariurus macbridei,crassus,-11.9167,-75.2833,0.194
Phlegmariurus macbridei,crassus,-14,-74,0.194
Phlegmariurus macbridei,crassus,-12.5,-72.5,0.194
Phlegmariurus mandiocanus,dichotomus,9.8333,-83.75,0.123
Phlegmariurus mandiocanus,dichotomus,-1.427421,-78.767071,0.123
Phlegmariurus mandiocanus,dichotomus,2.75,-76.3,0.123
Phlegmariurus mandiocanus,dichotomus,-19.4,-59.366667,0.123
Phlegmariurus mandiocanus,dichotomus,-19.235278,-57.583611,0.123
Phlegmariurus mandiocanus,dichotomus,-19.183333,-57.566667,0.123
Phlegmariurus mandiocanus,dichotomus,-26,-57,0.123
Phlegmariurus mandiocanus,dichotomus,-23,-56,0.123
Phlegmariurus mandiocanus,dichotomus,-24,-55.35,0.123
Phlegmariurus mandiocanus,dichotomus,-26.88,-54.92,0.123
Phlegmariurus mandiocanus,dichotomus,-27.02,-54.27,0.123
Phlegmariurus mandiocanus,dichotomus,-26.92,-54.21,0.123
Phlegmariurus mandiocanus,dichotomus,-26.64,-53.96,0.123
Phlegmariurus mandiocanus,dichotomus,-26.0475,-52.178056,0.123
Phlegmariurus mandiocanus,dichotomus,-25.923556,-51.857667,0.123
Phlegmariurus mandiocanus,dichotomus,-25.950556,-51.839444,0.123
Phlegmariurus mandiocanus,dichotomus,-25.950667,-51.839417,0.123
Phlegmariurus mandiocanus,dichotomus,-24,-51,0.123
Phlegmariurus mandiocanus,dichotomus,-24.100556,-50.706944,0.123
Phlegmariurus mandiocanus,dichotomus,-24.35,-50.591667,0.123
Phlegmariurus mandiocanus,dichotomus,-24.35,-50.583333,0.123
Phlegmariurus mandiocanus,dichotomus,-27.82000884,-50.32648464,0.123
Phlegmariurus mandiocanus,dichotomus,-27.816111,-50.325833,0.123
Phlegmariurus mandiocanus,dichotomus,-26.734722,-50.212222,0.123
Phlegmariurus mandiocanus,dichotomus,-26.338889,-50.155,0.123
Phlegmariurus mandiocanus,dichotomus,-29.175556,-50.098889,0.123
Phlegmariurus mandiocanus,dichotomus,-29.205,-50.074444,0.123
Phlegmariurus mandiocanus,dichotomus,-29.380278,-49.978611,0.123
Phlegmariurus mandiocanus,dichotomus,-29.379722,-49.9775,0.123
Phlegmariurus mandiocanus,dichotomus,-29.357972,-49.923567,0.123
Phlegmariurus mandiocanus,dichotomus,-26.729444,-49.859167,0.123
Phlegmariurus mandiocanus,dichotomus,-28.827222,-49.843611,0.123
Phlegmariurus mandiocanus,dichotomus,-28.71,-49.77,0.123
Phlegmariurus mandiocanus,dichotomus,-29.357778,-49.766111,0.123
Phlegmariurus mandiocanus,dichotomus,-26.7275,-49.585278,0.123
Phlegmariurus mandiocanus,dichotomus,-26.7275,-49.585,0.123
Phlegmariurus mandiocanus,dichotomus,-28.443611,-49.498611,0.123
Phlegmariurus mandiocanus,dichotomus,-28.17,-49.41,0.123
Phlegmariurus mandiocanus,dichotomus,-26.7275,-49.4075,0.123
Phlegmariurus mandiocanus,dichotomus,-26.325278,-49.366389,0.123
Phlegmariurus mandiocanus,dichotomus,-25.43,-49.35,0.123
Phlegmariurus mandiocanus,dichotomus,-26.603056,-49.339722,0.123
Phlegmariurus mandiocanus,dichotomus,-28.285278,-49.298889,0.123
Phlegmariurus mandiocanus,dichotomus,-26.363056,-49.276667,0.123
Phlegmariurus mandiocanus,dichotomus,-25.4425,-49.236944,0.123
Phlegmariurus mandiocanus,dichotomus,-26.365,-49.235556,0.123
Phlegmariurus mandiocanus,dichotomus,-26.365,-49.235555,0.123
Phlegmariurus mandiocanus,dichotomus,-25.433333,-49.233333,0.123
Phlegmariurus mandiocanus,dichotomus,-27.27,-49.23,0.123
Phlegmariurus mandiocanus,dichotomus,-26.318333,-49.145278,0.123
Phlegmariurus mandiocanus,dichotomus,-27.006944,-49.118056,0.123
Phlegmariurus mandiocanus,dichotomus,-27.056667,-49.087778,0.123
Phlegmariurus mandiocanus,dichotomus,-26.1925,-49.047778,0.123
Phlegmariurus mandiocanus,dichotomus,-25.5,-49,0.123
Phlegmariurus mandiocanus,dichotomus,-27.360278,-48.960556,0.123
Phlegmariurus mandiocanus,dichotomus,-26.804167,-48.943333,0.123
Phlegmariurus mandiocanus,dichotomus,-25.442222,-48.923333,0.123
Phlegmariurus mandiocanus,dichotomus,-25.443,-48.9176,0.123
Phlegmariurus mandiocanus,dichotomus,-27.100833,-48.896667,0.123
Phlegmariurus mandiocanus,dichotomus,-25.216667,-48.783333,0.123
Phlegmariurus mandiocanus,dichotomus,-27.878889,-48.761944,0.123
Phlegmariurus mandiocanus,dichotomus,-26.055,-48.727222,0.123
Phlegmariurus mandiocanus,dichotomus,-25.25,-48.683333,0.123
Phlegmariurus mandiocanus,dichotomus,-25.316667,-48.666667,0.123
Phlegmariurus mandiocanus,dichotomus,-27.149444,-48.601944,0.123
Phlegmariurus mandiocanus,dichotomus,-25.901111,-48.579722,0.123
Phlegmariurus mandiocanus,dichotomus,-25.9011,-48.5797,0.123
Phlegmariurus mandiocanus,dichotomus,-27.576667,-48.475556,0.123
Phlegmariurus mandiocanus,dichotomus,-25.535278,-48.331111,0.123
Phlegmariurus mandiocanus,dichotomus,-24.891111,-48.206111,0.123
Phlegmariurus mandiocanus,dichotomus,-23.855,-46.138889,0.123
Phlegmariurus mandiocanus,dichotomus,-22,-45,0.123
Phlegmariurus mandiocanus,dichotomus,-22.49995142,-44.56336132,0.123
Phlegmariurus mandiocanus,dichotomus,-22.496111,-44.563056,0.123
Phlegmariurus mandiocanus,dichotomus,-22.94917,-43.21667,0.123
Phlegmariurus mandiocanus,dichotomus,-22.433333,-42.833333,0.123
Phlegmariurus mandiocanus,dichotomus,-22,-42.5,0.123
Phlegmariurus mandiocanus,dichotomus,-18.770278,-40.4475,0.123
Phlegmariurus mandiocanus,dichotomus,-15.158056,-39.528611,0.123
Phlegmariurus mandiocanus,dichotomus,-15.1581,-39.5286,0.123
Phlegmariurus mandiocanus,dichotomus,-15.872865,-39.524762,0.123
Phlegmariurus mandiocanus,dichotomus,-15.872778,-39.524722,0.123
Phlegmariurus mexicanus,dichotomus,16.195556,-93.608611,0.121
Phlegmariurus mexicanus,dichotomus,15.91666,-93.6,0.121
Phlegmariurus mexicanus,dichotomus,16.5,-92.5,0.121
Phlegmariurus mexicanus,dichotomus,15.6667,-91.5833,0.121
Phlegmariurus mexicanus,dichotomus,14.6667,-91.25,0.121
Phlegmariurus mexicanus,dichotomus,15.5,-90.9167,0.121
Phlegmariurus mexicanus,dichotomus,14.8333,-90,0.121
Phlegmariurus mexicanus,dichotomus,15,-89.5,0.121
Phlegmariurus mexicanus,dichotomus,14.53333,-88.68333,0.121
Phlegmariurus mexicanus,dichotomus,13.25,-86.166667,0.121
Phlegmariurus mexicanus,dichotomus,18.046439,-76.578915,0.121
Phlegmariurus mollicomus,dichotomus,10.07,-84.02,0.103
Phlegmariurus mollicomus,dichotomus,10.5,-84,0.103
Phlegmariurus mollicomus,dichotomus,9.8333,-83.75,0.103
Phlegmariurus mollicomus,dichotomus,8.85,-82.483333,0.103
Phlegmariurus mollicomus,dichotomus,8.751111,-82.251111,0.103
Phlegmariurus mollicomus,dichotomus,8.507188,-80.102665,0.103
Phlegmariurus mollicomus,dichotomus,-3.5666,-79.88333,0.103
Phlegmariurus mollicomus,dichotomus,-0.427084,-79.008851,0.103
Phlegmariurus mollicomus,dichotomus,-0.426127,-79.008698,0.103
Phlegmariurus mollicomus,dichotomus,-0.425193,-79.002457,0.103
Phlegmariurus mollicomus,dichotomus,-0.41979,-78.98937,0.103
Phlegmariurus mollicomus,dichotomus,-0.432365,-78.978111,0.103
Phlegmariurus mollicomus,dichotomus,-0.38333,-77.85,0.103
Phlegmariurus mollicomus,dichotomus,-0.383,-77.85,0.103
Phlegmariurus mollicomus,dichotomus,-0.38333,-77.83333,0.103
Phlegmariurus mollicomus,dichotomus,-0.383,-77.833,0.103
Phlegmariurus mollicomus,dichotomus,9.3303,-70.0714,0.103
Phlegmariurus mollicomus,dichotomus,-15.033333,-68.483333,0.103
Phlegmariurus mollicomus,dichotomus,-15.2,-68.37,0.103
Phlegmariurus mollicomus,dichotomus,-27.181389,-49.231389,0.103
Phlegmariurus mollicomus,dichotomus,-22.455556,-44.781667,0.103
Phlegmariurus mollicomus,dichotomus,-22.299444,-44.605556,0.103
Phlegmariurus mollicomus,dichotomus,-22.25,-44.566667,0.103
Phlegmariurus mollicomus,dichotomus,-20.471667,-41.828333,0.103
Phlegmariurus mooreanus,ruber,-13.9,-42.316667,0.165
Phlegmariurus mooreanus,ruber,-13.53,-41.97,0.165
Phlegmariurus mooreanus,ruber,-13.533333,-41.966667,0.165
Phlegmariurus mooreanus,ruber,-13.55,-41.95,0.165
Phlegmariurus mooreanus,ruber,-13.533333,-41.95,0.165
Phlegmariurus mooreanus,ruber,-13.53,-41.95,0.165
Phlegmariurus mooreanus,ruber,-13.25,-41.92,0.165
Phlegmariurus mooreanus,ruber,-13.53333,-41.91667,0.165
Phlegmariurus mooreanus,ruber,-13.25,-41.916667,0.165
Phlegmariurus mooreanus,ruber,-13.53333,-41.91666,0.165
Phlegmariurus mooreanus,ruber,-13.282778,-41.900833,0.165
Phlegmariurus mooreanus,ruber,-13.3,-41.9,0.165
Phlegmariurus mooreanus,ruber,-13.316667,-41.883333,0.165
Phlegmariurus mooreanus,ruber,-13.266667,-41.783333,0.165
Phlegmariurus mooreanus,ruber,-12.5325554,-41.55895159,0.165
Phlegmariurus mooreanus,ruber,-12.528889,-41.558889,0.165
Phlegmariurus mooreanus,ruber,-12.6,-41.48333,0.165
Phlegmariurus mooreanus,ruber,-12.458889,-41.471944,0.165
Phlegmariurus mooreanus,ruber,-12.458611,-41.471389,0.165
Phlegmariurus mooreanus,ruber,-12.45,-41.466667,0.165
Phlegmariurus mooreanus,ruber,-12.47,-41.45,0.165
Phlegmariurus mooreanus,ruber,-13.00926668,-41.37063938,0.165
Phlegmariurus mooreanus,ruber,-13.005556,-41.370556,0.165
Phlegmariurus mooreanus,ruber,-12.986667,-41.344167,0.165
Phlegmariurus myrsinites,aqualupianus,23,-102,0.108
Phlegmariurus myrsinites,aqualupianus,16.208611,-93.583611,0.108
Phlegmariurus myrsinites,aqualupianus,16.5,-92.5,0.108
Phlegmariurus myrsinites,aqualupianus,16.82,-92.47,0.108
Phlegmariurus myrsinites,aqualupianus,15.13,-92.15,0.108
Phlegmariurus myrsinites,aqualupianus,15,-91.9167,0.108
Phlegmariurus myrsinites,aqualupianus,15.6667,-91.5833,0.108
Phlegmariurus myrsinites,aqualupianus,14.6667,-91.25,0.108
Phlegmariurus myrsinites,aqualupianus,14.78083,-91.00444,0.108
Phlegmariurus myrsinites,aqualupianus,14.8333,-90,0.108
Phlegmariurus myrsinites,aqualupianus,15,-89.5,0.108
Phlegmariurus myrsinites,aqualupianus,14.374445,-89.126389,0.108
Phlegmariurus myrsinites,aqualupianus,14.1333,-89.0167,0.108
Phlegmariurus myrsinites,aqualupianus,14.5,-89,0.108
Phlegmariurus myrsinites,aqualupianus,14.66666,-88.7,0.108
Phlegmariurus myrsinites,aqualupianus,13.7825,-88.6819,0.108
Phlegmariurus myrsinites,aqualupianus,15.0833,-88.3333,0.108
Phlegmariurus myrsinites,aqualupianus,15.5,-88.21666,0.108
Phlegmariurus myrsinites,aqualupianus,14.3333,-88.1667,0.108
Phlegmariurus myrsinites,aqualupianus,14.918611,-88.120556,0.108
Phlegmariurus myrsinites,aqualupianus,14.15,-87.85,0.108
Phlegmariurus myrsinites,aqualupianus,14.2211,-87.0669,0.108
Phlegmariurus myrsinites,aqualupianus,13.033333,-85.933333,0.108
Phlegmariurus myrsinites,aqualupianus,12.9167,-85.6667,0.108
Phlegmariurus myrsinites,aqualupianus,12.8614,-84.8978,0.108
Phlegmariurus myrsinites,aqualupianus,10.3,-84.800005,0.108
Phlegmariurus myrsinites,aqualupianus,10.35,-84.8,0.108
Phlegmariurus myrsinites,aqualupianus,10.5,-84.5,0.108
Phlegmariurus myrsinites,aqualupianus,10.17,-84.15,0.108
Phlegmariurus myrsinites,aqualupianus,9.6667,-84,0.108
Phlegmariurus myrsinites,aqualupianus,10.5,-84,0.108
Phlegmariurus myrsinites,aqualupianus,-6.388605,-79.291828,0.108
Phlegmariurus myrsinites,aqualupianus,-6.25,-78.8333,0.108
Phlegmariurus myrsinites,aqualupianus,-0.45,-78.73333,0.108
Phlegmariurus myrsinites,aqualupianus,-0.45,-78.733,0.108
Phlegmariurus myrsinites,aqualupianus,5.714766,-73.490018,0.108
Phlegmariurus myrsinites,aqualupianus,18.9756,-72.4903,0.108
Phlegmariurus myrsinites,aqualupianus,18.33,-71.83,0.108
Phlegmariurus myrsinites,aqualupianus,18.23,-71.5,0.108
Phlegmariurus myrsinites,aqualupianus,18.1045,-71.1885,0.108
Phlegmariurus myrsinites,aqualupianus,8.5,-71.1667,0.108
Phlegmariurus myrsinites,aqualupianus,18.83,-70.75,0.108
Phlegmariurus myrsinites,aqualupianus,19.575,-70.7417,0.108
Phlegmariurus myrsinites,aqualupianus,18.6942,-70.5912,0.108
Phlegmariurus myrsinites,aqualupianus,19.033333,-70.533333,0.108
Phlegmariurus myrsinites,aqualupianus,3.5,-66,0.108
Phlegmariurus myrsinites,aqualupianus,-17.69694,-64.68277,0.108
Phlegmariurus myrsinites,aqualupianus,-16.714611,-64.670931,0.108
Phlegmariurus myrsinites,aqualupianus,10.5667,-64.25,0.108
Phlegmariurus myrsinites,aqualupianus,6.3333,-63.5,0.108
Phlegmariurus myrsinites,aqualupianus,-22.531489,-42.64735,0.108
Phlegmariurus nudus,dichotomus,-25.25,-48.833333,0.101
Phlegmariurus nudus,dichotomus,-25.233333,-48.833333,0.101
Phlegmariurus nudus,dichotomus,-22.373889,-44.751944,0.101
Phlegmariurus nudus,dichotomus,-22.215861,-44.744944,0.101
Phlegmariurus nudus,dichotomus,-22.364639,-44.725028,0.101
Phlegmariurus nudus,dichotomus,-22.044167,-44.652222,0.101
Phlegmariurus nudus,dichotomus,-22.781667,-44.610833,0.101
Phlegmariurus nudus,dichotomus,-22.25,-44.566667,0.101
Phlegmariurus nudus,dichotomus,-21.898055,-41.911667,0.101
Phlegmariurus nudus,dichotomus,-20.409917,-41.837111,0.101
Phlegmariurus nudus,dichotomus,-20.524444,-41.120556,0.101
Phlegmariurus nudus,dichotomus,-20.526667,-41.101667,0.101
Phlegmariurus ocananus,crassus,-4.1667,-79.5,0.245
Phlegmariurus ocananus,crassus,6.45,-76.76666,0.245
Phlegmariurus ocananus,crassus,6.455556,-76.121111,0.245
Phlegmariurus ocananus,crassus,6.45556,-76.1211,0.245
Phlegmariurus ocananus,crassus,6.481417,-76.107472,0.245
Phlegmariurus ocananus,crassus,6.460778,-76.102389,0.245
Phlegmariurus ocananus,crassus,6.461472,-76.102167,0.245
Phlegmariurus ocananus,crassus,3.75,-76.083333,0.245
Phlegmariurus ocananus,crassus,5.13972,-76.0539,0.245
Phlegmariurus ocananus,crassus,5.139722,-76.053889,0.245
Phlegmariurus ocananus,crassus,5.08222,-74.0811,0.245
Phlegmariurus ocananus,crassus,5.08704,-74.07059,0.245
Phlegmariurus ocananus,crassus,5.04056,-74.0458,0.245
Phlegmariurus ocananus,crassus,5.04557,-74.02303,0.245
Phlegmariurus ocananus,crassus,11.0064,-73.9353,0.245
Phlegmariurus ocananus,crassus,11.006389,-73.935278,0.245
Phlegmariurus ocananus,crassus,4.733611,-73.836389,0.245
Phlegmariurus ocananus,crassus,3.901155,-73.073369,0.245
Phlegmariurus ocananus,crassus,10.4,-72.9167,0.245
Phlegmariurus ocananus,crassus,10.4,-72.916667,0.245
Phlegmariurus ocananus,crassus,6.18194,-72.7494,0.245
Phlegmariurus ocananus,crassus,7.8333,-72.0833,0.245
Phlegmariurus ocananus,crassus,9.46922,-70.5101,0.245
Phlegmariurus ocananus,crassus,9.4167,-70.5,0.245
Phlegmariurus ocananus,crassus,7.122449,-66.169564,0.245
Phlegmariurus phylicifolius,aqualupianus,9.296667,-83.048056,0.118
Phlegmariurus phylicifolius,aqualupianus,8.507188,-80.102665,0.118
Phlegmariurus phylicifolius,aqualupianus,-4.1667,-79.5,0.118
Phlegmariurus phylicifolius,aqualupianus,-4.45,-79.13333,0.118
Phlegmariurus phylicifolius,aqualupianus,-4.45,-79.133,0.118
Phlegmariurus phylicifolius,aqualupianus,-2.88333,-79.08333,0.118
Phlegmariurus phylicifolius,aqualupianus,-2.883,-79.083,0.118
Phlegmariurus phylicifolius,aqualupianus,-3,-79,0.118
Phlegmariurus phylicifolius,aqualupianus,-2.66666,-78.83333,0.118
Phlegmariurus phylicifolius,aqualupianus,-2.666,-78.833,0.118
Phlegmariurus phylicifolius,aqualupianus,-1.9167,-78.75,0.118
Phlegmariurus phylicifolius,aqualupianus,-0.23333,-78.58333,0.118
Phlegmariurus phylicifolius,aqualupianus,-0.233,-78.583,0.118
Phlegmariurus phylicifolius,aqualupianus,-1.8,-78.433333,0.118
Phlegmariurus phylicifolius,aqualupianus,0.3667,-78.4167,0.118
Phlegmariurus phylicifolius,aqualupianus,0.23333,-78.33333,0.118
Phlegmariurus phylicifolius,aqualupianus,0.233,-78.333,0.118
Phlegmariurus phylicifolius,aqualupianus,-0.36666,-78.15,0.118
Phlegmariurus phylicifolius,aqualupianus,-0.366,-78.15,0.118
Phlegmariurus phylicifolius,aqualupianus,0.75,-78.0833,0.118
Phlegmariurus phylicifolius,aqualupianus,-0.322146,-78.036109,0.118
Phlegmariurus phylicifolius,aqualupianus,6.43333,-75.75,0.118
Phlegmariurus phylicifolius,aqualupianus,4.940235,-75.4351,0.118
Phlegmariurus phylicifolius,aqualupianus,5,-74.1667,0.118
Phlegmariurus phylicifolius,aqualupianus,8,-73,0.118
Phlegmariurus phylicifolius,aqualupianus,3.8811,-72.8667,0.118
Phlegmariurus phylicifolius,aqualupianus,-12.5,-72.5,0.118
Phlegmariurus phylicifolius,aqualupianus,-15.5,-68,0.118
Phlegmariurus phylicifolius,aqualupianus,-17.235439,-65.502025,0.118
Phlegmariurus phylicifolius,aqualupianus,-17.78111,-64.79777,0.118
