Taxon,SpeciesGroup,decimalLatitude,decimalLongitude,Rate
Phlegmariurus acerosus,acerosus,15.7422,-90.1792,0.142
Phlegmariurus acerosus,acerosus,14.66666,-88.7,0.142
Phlegmariurus acerosus,acerosus,14.53333,-88.66666,0.142
Phlegmariurus acerosus,acerosus,14.55,-88.66666,0.142
Phlegmariurus acerosus,acerosus,15.0833,-88.3333,0.142
Phlegmariurus acerosus,acerosus,10.3,-84.75,0.142
Phlegmariurus acerosus,acerosus,9.762583,-83.788328,0.142
Phlegmariurus acerosus,acerosus,9.7625,-83.788055,0.142
Phlegmariurus acerosus,acerosus,9.8333,-83.75,0.142
Phlegmariurus acerosus,acerosus,9.952778,-83.473611,0.142
Phlegmariurus acerosus,acerosus,9.28,-83.23,0.142
Phlegmariurus acerosus,acerosus,8.917676,-82.78469,0.142
Phlegmariurus acerosus,acerosus,8.81666,-82.55,0.142
Phlegmariurus acerosus,acerosus,21.5,-80,0.142
Phlegmariurus acerosus,acerosus,22,-79.5,0.142
Phlegmariurus acerosus,acerosus,1.49361,-76.95528,0.142
Phlegmariurus acerosus,acerosus,20.025711,-76.696808,0.142
Phlegmariurus acerosus,acerosus,20.014444,-76.055298,0.142
Phlegmariurus acerosus,acerosus,20.5,-76,0.142
Phlegmariurus acerosus,acerosus,20.316668,-75,0.142
Phlegmariurus acerosus,acerosus,3.8811,-72.8667,0.142
Phlegmariurus acerosus,acerosus,18.68,-71.78,0.142
Phlegmariurus acerosus,acerosus,18.23,-71.47,0.142
Phlegmariurus acerosus,acerosus,18.22,-71.33,0.142
Phlegmariurus acerosus,acerosus,-16.733333,-67.333333,0.142
Phlegmariurus acerosus,acerosus,15.372378,-61.255377,0.142
Phlegmariurus acerosus,acerosus,-22.683333,-53.75,0.142
Phlegmariurus acerosus,acerosus,-22.68,-53.75,0.142
Phlegmariurus acerosus,acerosus,3.024109,-53.082157,0.142
Phlegmariurus acerosus,acerosus,4.97333,-52.43889,0.142
Phlegmariurus acerosus,acerosus,-29.152222,-51.150556,0.142
Phlegmariurus acerosus,acerosus,-24,-51,0.142
Phlegmariurus acerosus,acerosus,-29.440583,-50.354639,0.142
Phlegmariurus acerosus,acerosus,-29.706944,-50.291056,0.142
Phlegmariurus acerosus,acerosus,-29.176111,-50.0725,0.142
Phlegmariurus acerosus,acerosus,-29.171944,-50.030278,0.142
Phlegmariurus acerosus,acerosus,-29.178889,-50.022778,0.142
Phlegmariurus acerosus,acerosus,-27,-50,0.142
Phlegmariurus acerosus,acerosus,-28.798889,-49.948333,0.142
Phlegmariurus acerosus,acerosus,-28.798883,-49.948333,0.142
Phlegmariurus acerosus,acerosus,-29.195,-49.9475,0.142
Phlegmariurus acerosus,acerosus,-29.045278,-49.945278,0.142
Phlegmariurus acerosus,acerosus,-26.365,-49.235556,0.142
Phlegmariurus acerosus,acerosus,-26.365,-49.235555,0.142
Phlegmariurus acerosus,acerosus,-25.53858417,-49.20699315,0.142
Phlegmariurus acerosus,acerosus,-27.09,-49.14,0.142
Phlegmariurus acerosus,acerosus,-26.28,-49.14,0.142
Phlegmariurus acerosus,acerosus,-27.096944,-49.139444,0.142
Phlegmariurus acerosus,acerosus,-25.4333,-49.0667,0.142
Phlegmariurus acerosus,acerosus,-25.44578346,-49.06368271,0.142
Phlegmariurus acerosus,acerosus,-25.441944,-49.063056,0.142
Phlegmariurus acerosus,acerosus,-26.1925,-49.047778,0.142
Phlegmariurus acerosus,acerosus,-27.263611,-49.026944,0.142
Phlegmariurus acerosus,acerosus,-25.454722,-48.931111,0.142
Phlegmariurus acerosus,acerosus,-25.35,-48.916667,0.142
Phlegmariurus acerosus,acerosus,-27.821833,-48.897389,0.142
Phlegmariurus acerosus,acerosus,-25.262611,-48.863722,0.142
Phlegmariurus acerosus,acerosus,-26.3,-48.833333,0.142
Phlegmariurus acerosus,acerosus,-25.25,-48.833333,0.142
Phlegmariurus acerosus,acerosus,-25.233333,-48.833333,0.142
Phlegmariurus acerosus,acerosus,-25.239225,-48.832306,0.142
Phlegmariurus acerosus,acerosus,-25.239167,-48.832222,0.142
Phlegmariurus acerosus,acerosus,-25.23,-48.83,0.142
Phlegmariurus acerosus,acerosus,-25.136667,-48.821667,0.142
Phlegmariurus acerosus,acerosus,-25.638889,-48.733889,0.142
Phlegmariurus acerosus,acerosus,-25.614,-48.6987,0.142
Phlegmariurus acerosus,acerosus,-25.6225,-48.694167,0.142
Phlegmariurus acerosus,acerosus,-25.6,-48.666667,0.142
Phlegmariurus acerosus,acerosus,-21.92743843,-46.38618493,0.142
Phlegmariurus acerosus,acerosus,-21.923611,-46.385833,0.142
Phlegmariurus acerosus,acerosus,-22.7338533,-45.59033244,0.142
Phlegmariurus acerosus,acerosus,-22.73,-45.59,0.142
Phlegmariurus acerosus,acerosus,-22.733333,-45.533333,0.142
Phlegmariurus acerosus,acerosus,-22.725628,-45.455385,0.142
Phlegmariurus acerosus,acerosus,-22.725556,-45.455278,0.142
Phlegmariurus acerosus,acerosus,-22.373889,-44.751944,0.142
Phlegmariurus acerosus,acerosus,-22.365556,-44.717778,0.142
Phlegmariurus acerosus,acerosus,-22.386111,-44.677778,0.142
Phlegmariurus acerosus,acerosus,-22.390278,-44.671667,0.142
Phlegmariurus acerosus,acerosus,-22.453333,-44.626389,0.142
Phlegmariurus acerosus,acerosus,-22.72,-44.618889,0.142
Phlegmariurus acerosus,acerosus,-22.355,-42.584,0.142
Phlegmariurus acerosus,acerosus,-13.25,-41.9,0.142
Phlegmariurus acerosus,acerosus,-13.595278,-39.719444,0.142
Phlegmariurus acerosus,acerosus,-13.5953,-39.7194,0.142
Phlegmariurus acerosus,acerosus,-12.833333,-39.481111,0.142
Phlegmariurus andinus,crassus,-6.25,-78.8333,0.19
Phlegmariurus andinus,crassus,-8,-78.5,0.19
Phlegmariurus andinus,crassus,-7.98,-78.28,0.19
Phlegmariurus andinus,crassus,-9.5,-77.75,0.19
Phlegmariurus andinus,crassus,-11.5,-75,0.19
Phlegmariurus andinus,crassus,-14.275156,-69.77213,0.19
Phlegmariurus andinus,crassus,-16.33333,-68.05,0.19
Phlegmariurus andinus,crassus,-16.400926,-67.952479,0.19
Phlegmariurus andinus,crassus,-17.3833,-66.15,0.19
Phlegmariurus aqualupianus,aqualupianus,8.507188,-80.102665,0.099
Phlegmariurus aqualupianus,aqualupianus,21.5,-80,0.099
Phlegmariurus aqualupianus,aqualupianus,20.86666,-76.9,0.099
Phlegmariurus aqualupianus,aqualupianus,19.989166,-76.836098,0.099
Phlegmariurus aqualupianus,aqualupianus,1.09611,-76.7486,0.099
Phlegmariurus aqualupianus,aqualupianus,3.75,-76.5,0.099
Phlegmariurus aqualupianus,aqualupianus,1.90056,-76.3236,0.099
Phlegmariurus aqualupianus,aqualupianus,6.53333,-76.3,0.099
Phlegmariurus aqualupianus,aqualupianus,6.23333,-76.13333,0.099
Phlegmariurus aqualupianus,aqualupianus,20.016407,-76.064722,0.099
Phlegmariurus aqualupianus,aqualupianus,20.014444,-76.055298,0.099
Phlegmariurus aqualupianus,aqualupianus,1.448472,-75.894083,0.099
Phlegmariurus aqualupianus,aqualupianus,20.0208,-75.7994,0.099
Phlegmariurus aqualupianus,aqualupianus,20.011466,-75.626877,0.099
Phlegmariurus aqualupianus,aqualupianus,20.416978,-75.462953,0.099
Phlegmariurus aqualupianus,aqualupianus,5.86666,-75.33333,0.099
Phlegmariurus aqualupianus,aqualupianus,6.13472,-75.26361,0.099
Phlegmariurus aqualupianus,aqualupianus,6.13472,-75.2636,0.099
Phlegmariurus aqualupianus,aqualupianus,6.327619,-75.211254,0.099
Phlegmariurus aqualupianus,aqualupianus,6.3,-75.15,0.099
Phlegmariurus aqualupianus,aqualupianus,4.2875,-74.2164,0.099
Phlegmariurus aqualupianus,aqualupianus,11,-69.8333,0.099
Phlegmariurus aqualupianus,aqualupianus,18.310509,-65.791274,0.099
Phlegmariurus aqualupianus,aqualupianus,18.341971,-65.726652,0.099
Phlegmariurus aqualupianus,aqualupianus,18.36796,-65.709945,0.099
Phlegmariurus aqualupianus,aqualupianus,9.3333,-63,0.099
Phlegmariurus aqualupianus,aqualupianus,16.26148,-61.55207,0.099
Phlegmariurus aqualupianus,aqualupianus,10.739203,-61.409,0.099
Phlegmariurus aqualupianus,aqualupianus,15.33,-61.33,0.099
Phlegmariurus aqualupianus,aqualupianus,10.466667,-61.25,0.099
Phlegmariurus arcuatus,dichotomus,0.3667,-78.4167,0.126
Phlegmariurus arcuatus,dichotomus,0.683333,-77.9,0.126
Phlegmariurus arcuatus,dichotomus,-0.66666,-77.86666,0.126
Phlegmariurus ascendens,crassus,-0.11666,-77.96666,0.208
Phlegmariurus attenuatus,crassus,9.6667,-84,0.189
Phlegmariurus attenuatus,crassus,10.0114,-83.9519,0.189
Phlegmariurus attenuatus,crassus,9.555556,-83.758333,0.189
Phlegmariurus attenuatus,crassus,9.566222,-83.754222,0.189
Phlegmariurus attenuatus,crassus,9.56889,-83.7525,0.189
Phlegmariurus attenuatus,crassus,9.5689,-83.7525,0.189
Phlegmariurus attenuatus,crassus,9.566667,-83.75,0.189
Phlegmariurus attenuatus,crassus,9.57,-83.75,0.189
Phlegmariurus attenuatus,crassus,9.8333,-83.75,0.189
Phlegmariurus attenuatus,crassus,9.906384,-83.680715,0.189
Phlegmariurus attenuatus,crassus,-8,-78.5,0.189
Phlegmariurus attenuatus,crassus,0.3667,-78.4167,0.189
Phlegmariurus attenuatus,crassus,0.21666,-78.26666,0.189
Phlegmariurus attenuatus,crassus,3.75,-76.5,0.189
Phlegmariurus attenuatus,crassus,3.75,-75.25,0.189
Phlegmariurus attenuatus,crassus,4.735833,-73.846944,0.189
Phlegmariurus attenuatus,crassus,5.417,-73.3494,0.189
Phlegmariurus attenuatus,crassus,3.901155,-73.073369,0.189
Phlegmariurus attenuatus,crassus,7.149444,-72.628389,0.189
Phlegmariurus attenuatus,crassus,6.48373,-72.3368,0.189
Phlegmariurus beitelii,crassus,6.3333,-63.5,0.207
Phlegmariurus brachiatus,linifolius,5.537658,-87.058108,0.112
Phlegmariurus brachiatus,linifolius,10.0114,-83.9519,0.112
Phlegmariurus brachiatus,linifolius,9.8333,-83.75,0.112
Phlegmariurus bradeorum,taxifolius,13.1,-86.416667,0.154
Phlegmariurus bradeorum,taxifolius,10,-84.8333,0.154
Phlegmariurus bradeorum,taxifolius,10.3,-84.800007,0.154
Phlegmariurus bradeorum,taxifolius,10.3,-84.8,0.154
Phlegmariurus bradeorum,taxifolius,10.5,-84.5,0.154
Phlegmariurus bradeorum,taxifolius,10.0114,-83.9519,0.154
Phlegmariurus bradeorum,taxifolius,9.8333,-83.75,0.154
Phlegmariurus bradeorum,taxifolius,8.4,-83.33,0.154
Phlegmariurus bradeorum,taxifolius,8.749722,-82.244444,0.154
Phlegmariurus bradeorum,taxifolius,0.35,-79.7,0.154
Phlegmariurus brevifolius,crassus,-6.3333,-80,0.269
Phlegmariurus brevifolius,crassus,-4.1667,-79.5,0.269
Phlegmariurus brevifolius,crassus,-4.702817,-79.424288,0.269
Phlegmariurus brevifolius,crassus,-4.083333,-79.166667,0.269
Phlegmariurus brevifolius,crassus,-4.38,-79.12,0.269
Phlegmariurus brevifolius,crassus,-4.38333,-79.11666,0.269
Phlegmariurus brevifolius,crassus,-6.25,-78.8333,0.269
Phlegmariurus brevifolius,crassus,-1.8,-78.58333,0.269
Phlegmariurus brevifolius,crassus,-1.15,-78.3,0.269
Phlegmariurus brevifolius,crassus,-1.15,-78.28333,0.269
Phlegmariurus brevifolius,crassus,-1.133333,-78.25,0.269
Phlegmariurus brevifolius,crassus,-7.579167,-77.974722,0.269
Phlegmariurus brevifolius,crassus,0.93554,-77.59648,0.269
Phlegmariurus brevifolius,crassus,0.85655,-77.4212,0.269
Phlegmariurus brevifolius,crassus,-8.08,-77.3,0.269
Phlegmariurus brevifolius,crassus,1.13778,-77.0917,0.269
Phlegmariurus brevifolius,crassus,1.137778,-77.091667,0.269
Phlegmariurus brevifolius,crassus,2.785278,-76.023889,0.269
Phlegmariurus brevifolius,crassus,-9.5,-75.8333,0.269
Phlegmariurus brevifolius,crassus,4.977345,-75.340304,0.269
Phlegmariurus brevifolius,crassus,4.919444,-75.28,0.269
Phlegmariurus brevifolius,crassus,-11.5,-75,0.269
Phlegmariurus brevifolius,crassus,4.288611,-74.214444,0.269
Phlegmariurus brevifolius,crassus,4.28861,-74.2144,0.269
Phlegmariurus brevifolius,crassus,-9.1839,-74.14,0.269
Phlegmariurus brevifolius,crassus,3.918056,-74.099444,0.269
Phlegmariurus brevifolius,crassus,3.91806,-74.0994,0.269
Phlegmariurus brevifolius,crassus,5.207676,-74.031501,0.269
Phlegmariurus brevifolius,crassus,4.80699,-73.85173,0.269
Phlegmariurus brevifolius,crassus,4.705,-73.806139,0.269
Phlegmariurus brevifolius,crassus,4.687972,-73.801222,0.269
Phlegmariurus brevifolius,crassus,4.636355,-73.756585,0.269
Phlegmariurus brevifolius,crassus,4.52694,-73.7333,0.269
Phlegmariurus brevifolius,crassus,4.53333,-73.7217,0.269
Phlegmariurus brevifolius,crassus,4.533333,-73.721667,0.269
Phlegmariurus brevifolius,crassus,5.751778,-73.375417,0.269
Phlegmariurus brevifolius,crassus,7.86694,-73.1867,0.269
Phlegmariurus brevifolius,crassus,7.866944,-73.186667,0.269
Phlegmariurus brevifolius,crassus,5.935278,-73.028611,0.269
Phlegmariurus brevifolius,crassus,5.93528,-73.0286,0.269
Phlegmariurus brevifolius,crassus,7.258353,-72.900014,0.269
Phlegmariurus brevifolius,crassus,7.342778,-72.851267,0.269
Phlegmariurus brevifolius,crassus,5.696203,-72.802682,0.269
Phlegmariurus brevifolius,crassus,7.337306,-72.7015,0.269
Phlegmariurus brevifolius,crassus,5.508167,-72.701389,0.269
Phlegmariurus brevifolius,crassus,-12.5,-72.5,0.269
Phlegmariurus brevifolius,crassus,6.467486,-72.35535,0.269
Phlegmariurus brevifolius,crassus,6.39827,-72.27319,0.269
Phlegmariurus brevifolius,crassus,6.394883,-72.26485,0.269
Phlegmariurus brongniartii,brongniartii,-0.33333,-78.25,0.146
Phlegmariurus brongniartii,brongniartii,2.54338,-77.00818,0.146
Phlegmariurus brongniartii,brongniartii,2.52806,-76.9553,0.146
Phlegmariurus brongniartii,brongniartii,2.528056,-76.955278,0.146
Phlegmariurus brongniartii,brongniartii,-7,-76.8333,0.146
Phlegmariurus brongniartii,brongniartii,5.77275,-75.233611,0.146
Phlegmariurus brongniartii,brongniartii,-11.5,-75,0.146
Phlegmariurus brongniartii,brongniartii,8.52833,-71.25038,0.146
Phlegmariurus brongniartii,brongniartii,-15.18333,-68.76666,0.146
Phlegmariurus brongniartii,brongniartii,-15.5605,-68.397,0.146
Phlegmariurus brongniartii,brongniartii,-16.3,-67.9,0.146
Phlegmariurus callitrichifolius,aqualupianus,10.30694,-84.81,0.106
Phlegmariurus callitrichifolius,aqualupianus,10.036944,-84.003611,0.106
Phlegmariurus callitrichifolius,aqualupianus,10.0114,-83.9519,0.106
Phlegmariurus callitrichifolius,aqualupianus,9.8333,-83.75,0.106
Phlegmariurus callitrichifolius,aqualupianus,-4.25,-78.8333,0.106
Phlegmariurus callitrichifolius,aqualupianus,6.58,-76.241944,0.106
Phlegmariurus callitrichifolius,aqualupianus,6.58,-76.2419,0.106
Phlegmariurus callitrichifolius,aqualupianus,6.35,-75.65,0.106
Phlegmariurus callitrichifolius,aqualupianus,7,-75.5,0.106
Phlegmariurus callitrichifolius,aqualupianus,3.901155,-73.073369,0.106
Phlegmariurus campianus,hartwegianus,-4.466667,-79.183333,0.165
Phlegmariurus campianus,hartwegianus,-4,-79.15,0.165
Phlegmariurus campianus,hartwegianus,-4.45,-79.13333,0.165
Phlegmariurus campianus,hartwegianus,-4.45,-79.1333,0.165
Phlegmariurus campianus,hartwegianus,-4.495833,-79.131944,0.165
Phlegmariurus campianus,hartwegianus,-4.495556,-79.131944,0.165
Phlegmariurus campianus,hartwegianus,-3.96666,-79.11666,0.165
Phlegmariurus campianus,hartwegianus,-4.25,-78.8333,0.165
Phlegmariurus campianus,hartwegianus,-3.183333,-78.666667,0.165
Phlegmariurus campianus,hartwegianus,-2.216667,-78.316667,0.165
Phlegmariurus capellae,crassus,-3.01381,-79.14646,0.178
Phlegmariurus capellae,crassus,-0.86113,-78.85504,0.178
Phlegmariurus capellae,crassus,-6.25,-78.8333,0.178
Phlegmariurus capellae,crassus,-0.67,-78.5,0.178
Phlegmariurus capellae,crassus,-0.666667,-78.5,0.178
Phlegmariurus capellae,crassus,-0.66666,-78.5,0.178
Phlegmariurus capellae,crassus,-0.61666,-78.45,0.178
Phlegmariurus capellae,crassus,-0.63333,-78.43333,0.178
Phlegmariurus capellae,crassus,-0.63,-78.43,0.178
Phlegmariurus capellae,crassus,0.3667,-78.4167,0.178
Phlegmariurus capellae,crassus,0.13,-78.27,0.178
Phlegmariurus capellae,crassus,0.13333,-78.26666,0.178
Phlegmariurus capellae,crassus,0.21666,-78.26666,0.178
Phlegmariurus capellae,crassus,-0.483333,-78.15,0.178
Phlegmariurus capellae,crassus,0.75,-78.0833,0.178
Phlegmariurus capellae,crassus,6.45,-76.76666,0.178
Phlegmariurus capellae,crassus,2.366667,-76.35,0.178
Phlegmariurus capellae,crassus,2.36667,-76.35,0.178
Phlegmariurus capellae,crassus,6.455556,-76.121111,0.178
Phlegmariurus capellae,crassus,6.45556,-76.1211,0.178
Phlegmariurus capellae,crassus,6.4525,-76.0836,0.178
Phlegmariurus capellae,crassus,4.880958,-75.36623,0.178
Phlegmariurus capellae,crassus,4.07444,-74.2478,0.178
Phlegmariurus capellae,crassus,4.074444,-74.247778,0.178
Phlegmariurus capellae,crassus,6.46819,-72.351552,0.178
Phlegmariurus capellae,crassus,9.2061,-70.1936,0.178
Phlegmariurus capillaris,aqualupianus,15.6667,-91.5833,0.1
Phlegmariurus capillaris,aqualupianus,15.7422,-90.1792,0.1
Phlegmariurus capillaris,aqualupianus,15.617806,-90.091128,0.1
Phlegmariurus capillaris,aqualupianus,13.56666,-85.7,0.1
Phlegmariurus capillaris,aqualupianus,10.136111,-84.106944,0.1
Phlegmariurus capillaris,aqualupianus,10.05,-84.01,0.1
Phlegmariurus capillaris,aqualupianus,10.036944,-84.003611,0.1
Phlegmariurus capillaris,aqualupianus,10.5,-84,0.1
Phlegmariurus capillaris,aqualupianus,9.48,-83.82,0.1
Phlegmariurus capillaris,aqualupianus,9.94,-83.81,0.1
Phlegmariurus capillaris,aqualupianus,9.94864,-83.774741,0.1
Phlegmariurus capillaris,aqualupianus,9.8333,-83.75,0.1
Phlegmariurus capillaris,aqualupianus,9.92,-83.39,0.1
Phlegmariurus capillaris,aqualupianus,9.390278,-83.215278,0.1
Phlegmariurus capillaris,aqualupianus,9.39,-83.21,0.1
Phlegmariurus capillaris,aqualupianus,9.398611,-83.169444,0.1
Phlegmariurus capillaris,aqualupianus,9.39,-83.16,0.1
Phlegmariurus capillaris,aqualupianus,9.120833,-82.965278,0.1
Phlegmariurus capillaris,aqualupianus,9.12,-82.96,0.1
Phlegmariurus capillaris,aqualupianus,9.137677,-82.952016,0.1
Phlegmariurus capillaris,aqualupianus,8.85,-82.516667,0.1
Phlegmariurus capillaris,aqualupianus,8.5,-82.25,0.1
Phlegmariurus capillaris,aqualupianus,8.733333,-82.25,0.1
Phlegmariurus capillaris,aqualupianus,-6.700533,-77.58635,0.1
Phlegmariurus capillaris,aqualupianus,3.901155,-73.073369,0.1
Phlegmariurus christii,reflexus,-27.678333,-49.175,0.179
Phlegmariurus christii,reflexus,-27.821833,-48.897389,0.179
Phlegmariurus christii,reflexus,-25.230083,-48.847722,0.179
Phlegmariurus christii,reflexus,-22.8,-45.916667,0.179
Phlegmariurus christii,reflexus,-22.361111,-44.732778,0.179
Phlegmariurus christii,reflexus,-22.375833,-44.6975,0.179
Phlegmariurus christii,reflexus,-22.38618,-44.67867,0.179
Phlegmariurus christii,reflexus,-22.390555,-44.672222,0.179
Phlegmariurus christii,reflexus,-22.383611,-44.669722,0.179
Phlegmariurus christii,reflexus,-22.285555,-44.613333,0.179
Phlegmariurus christii,reflexus,-22.370833,-44.612778,0.179
Phlegmariurus christii,reflexus,-22.370919,-44.612767,0.179
Phlegmariurus christii,reflexus,-22.25,-44.566667,0.179
Phlegmariurus christii,reflexus,-18,-44,0.179
Phlegmariurus christii,reflexus,-22.462222,-43.030833,0.179
Phlegmariurus christii,reflexus,-22.277,-43.017,0.179
Phlegmariurus christii,reflexus,-22,-42.5,0.179
Phlegmariurus christii,reflexus,-20.733333,-42.45,0.179
Phlegmariurus christii,reflexus,-20.406667,-41.8375,0.179
Phlegmariurus christii,reflexus,-20.471667,-41.828333,0.179
Phlegmariurus christii,reflexus,-20.5,-41.75,0.179
Phlegmariurus christii,reflexus,-20.516111,-41.083611,0.179
Phlegmariurus cocuyensis,crassus,6.464721,-72.354948,0.293
Phlegmariurus cocuyensis,crassus,6.465653,-72.351445,0.293
Phlegmariurus columnaris,crassus,-6.766667,-79.833333,0.308
Phlegmariurus columnaris,crassus,-3.66666,-79.25,0.308
Phlegmariurus columnaris,crassus,-3.97,-79.12,0.308
Phlegmariurus columnaris,crassus,-3,-79,0.308
Phlegmariurus comans,acerosus,-29.176111,-50.0725,0.137
Phlegmariurus comans,acerosus,-26.7275,-49.585278,0.137
Phlegmariurus comans,acerosus,-26.46,-49.41,0.137
Phlegmariurus comans,acerosus,-26.221944,-49.245556,0.137
Phlegmariurus comans,acerosus,-26.221944,-49.245555,0.137
Phlegmariurus comans,acerosus,-28.185556,-49.216389,0.137
Phlegmariurus comans,acerosus,-27.09,-49.14,0.137
Phlegmariurus comans,acerosus,-25.4333,-49.0667,0.137
Phlegmariurus comans,acerosus,-26.101667,-49.05,0.137
Phlegmariurus comans,acerosus,-26.100278,-49.049722,0.137
Phlegmariurus comans,acerosus,-27.260833,-49.025833,0.137
Phlegmariurus comans,acerosus,-25.25,-48.866667,0.137
Phlegmariurus comans,acerosus,-25.25,-48.833333,0.137
Phlegmariurus comans,acerosus,-25.233333,-48.833333,0.137
Phlegmariurus comans,acerosus,-24.539444,-48.693333,0.137
Phlegmariurus comans,acerosus,-22.364722,-44.719722,0.137
Phlegmariurus comans,acerosus,-22.37,-44.71,0.137
Phlegmariurus comans,acerosus,-22.371537,-44.617038,0.137
Phlegmariurus comans,acerosus,-22.285555,-44.613333,0.137
Phlegmariurus comans,acerosus,-22.25,-44.566667,0.137
Phlegmariurus comans,acerosus,-22.47305117,-44.44695327,0.137
Phlegmariurus comans,acerosus,-22.277,-43.017,0.137
Phlegmariurus comans,acerosus,-22.277222,-43.016944,0.137
Phlegmariurus comans,acerosus,-22.353611,-42.586944,0.137
Phlegmariurus comans,acerosus,-22,-42.5,0.137
Phlegmariurus compactus,crassus,-3.56666,-79.46666,0.218
Phlegmariurus compactus,crassus,-3.715666,-79.314132,0.218
Phlegmariurus compactus,crassus,-3.708476,-79.299735,0.218
Phlegmariurus compactus,crassus,-3.96666,-79.11666,0.218
Phlegmariurus compactus,crassus,-3,-79,0.218
Phlegmariurus compactus,crassus,-3.15,-78.71666,0.218
Phlegmariurus crassus,crassus,17,-96.5,0.233
Phlegmariurus crassus,crassus,9.5,-93.51,0.233
Phlegmariurus crassus,crassus,15.6667,-91.5833,0.233
Phlegmariurus crassus,crassus,15.7422,-90.1792,0.233
Phlegmariurus crassus,crassus,9.6667,-84,0.233
Phlegmariurus crassus,crassus,10.0114,-83.9519,0.233
Phlegmariurus crassus,crassus,10,-83.8667,0.233
Phlegmariurus crassus,crassus,9.6625,-83.819444,0.233
Phlegmariurus crassus,crassus,9.566667,-83.783333,0.233
Phlegmariurus crassus,crassus,10.023611,-83.763889,0.233
Phlegmariurus crassus,crassus,9.555,-83.761111,0.233
Phlegmariurus crassus,crassus,9.576389,-83.759722,0.233
Phlegmariurus crassus,crassus,9.564,-83.755,0.233
Phlegmariurus crassus,crassus,9.568556,-83.754389,0.233
Phlegmariurus crassus,crassus,9.55,-83.75,0.233
Phlegmariurus crassus,crassus,9.57,-83.75,0.233
Phlegmariurus crassus,crassus,9.8333,-83.75,0.233
Phlegmariurus crassus,crassus,10.01,-83.75,0.233
Phlegmariurus crassus,crassus,9.594088,-83.740044,0.233
Phlegmariurus crassus,crassus,9.555556,-83.727778,0.233
Phlegmariurus crassus,crassus,9.459722,-83.656944,0.233
Phlegmariurus crassus,crassus,9.45,-83.65,0.233
Phlegmariurus crassus,crassus,9.5,-83.52,0.233
Phlegmariurus crassus,crassus,9.4975,-83.490278,0.233
Phlegmariurus crassus,crassus,9.49,-83.49,0.233
Phlegmariurus crassus,crassus,9.27,-83.0417,0.233
Phlegmariurus crassus,crassus,9.26,-83.04,0.233
Phlegmariurus crassus,crassus,9.124167,-82.878611,0.233
Phlegmariurus crassus,crassus,9.083333,-82.866667,0.233
Phlegmariurus crassus,crassus,9.11,-82.86,0.233
Phlegmariurus crassus,crassus,-6.766667,-79.833333,0.233
Phlegmariurus crassus,crassus,-2.806216,-79.268695,0.233
Phlegmariurus crassus,crassus,-2.848737,-79.253761,0.233
Phlegmariurus crassus,crassus,-7.98,-79.23,0.233
Phlegmariurus crassus,crassus,-2.778099,-79.223832,0.233
Phlegmariurus crassus,crassus,-2.781195,-79.222755,0.233
Phlegmariurus crassus,crassus,-2.779538,-79.221091,0.233
Phlegmariurus crassus,crassus,-2.782991,-79.220737,0.233
Phlegmariurus crassus,crassus,-2.793021,-79.218658,0.233
Phlegmariurus crassus,crassus,-2.782949,-79.217736,0.233
Phlegmariurus crassus,crassus,-2.76666,-79.21666,0.233
Phlegmariurus crassus,crassus,-2.782404,-79.214315,0.233
Phlegmariurus crassus,crassus,-2.757522,-79.202262,0.233
Phlegmariurus crassus,crassus,-2.85,-79.2,0.233
Phlegmariurus crassus,crassus,-3.01381,-79.14646,0.233
Phlegmariurus crassus,crassus,-2.844322,-79.144376,0.233
Phlegmariurus crassus,crassus,-8.116667,-79.016667,0.233
Phlegmariurus crassus,crassus,-3,-79,0.233
Phlegmariurus crassus,crassus,-0.86113,-78.85504,0.233
Phlegmariurus crassus,crassus,-6.25,-78.8333,0.233
Phlegmariurus crassus,crassus,-0.8333,-78.8333,0.233
Phlegmariurus crassus,crassus,-0.15304,-78.7811,0.233
Phlegmariurus crassus,crassus,-1.427421,-78.767071,0.233
Phlegmariurus crassus,crassus,-1.421391,-78.765133,0.233
Phlegmariurus crassus,crassus,-1.9167,-78.75,0.233
Phlegmariurus crassus,crassus,-0.9,-78.71666,0.233
Phlegmariurus crassus,crassus,-0.677074,-78.69867,0.233
Phlegmariurus crassus,crassus,-0.630694,-78.687,0.233
Phlegmariurus crassus,crassus,-0.688149,-78.681395,0.233
Phlegmariurus crassus,crassus,-0.1667,-78.6667,0.233
Phlegmariurus crassus,crassus,-0.516262,-78.646107,0.233
Phlegmariurus crassus,crassus,-0.175781,-78.623657,0.233
Phlegmariurus crassus,crassus,-0.169986,-78.611605,0.233
Phlegmariurus crassus,crassus,-0.174011,-78.587618,0.233
Phlegmariurus crassus,crassus,-1.8,-78.58333,0.233
Phlegmariurus crassus,crassus,-0.36666,-78.58333,0.233
Phlegmariurus crassus,crassus,-0.171193,-78.576609,0.233
Phlegmariurus crassus,crassus,-0.161336,-78.566139,0.233
Phlegmariurus crassus,crassus,-0.683545,-78.561737,0.233
Phlegmariurus crassus,crassus,-0.683541,-78.561737,0.233
Phlegmariurus crassus,crassus,-0.165101,-78.556804,0.233
Phlegmariurus crassus,crassus,-0.168524,-78.555708,0.233
Phlegmariurus crassus,crassus,-0.169414,-78.554137,0.233
Phlegmariurus crassus,crassus,-0.169444,-78.553889,0.233
